Afrika	Африка
River Phoenix	Феникс, Ривер
Hidridi	Гидриды
Alain Delon	Делон, Ален
Rwenzori	Рувензори
Paul Lauterbur	Лотербур, Пол
Regolit	Реголит
Ardipithecus	Ардипитеки
Iz Rusije s ljubavlju (1963.)	Из России с любовью
Neustrija	Нейстрия
Isar	Изар
Otok Wrangel	Остров Врангеля
Grb Egipta	Герб Египта
Carole Bouquet	Буке, Кароль
Ahmed H. Zewail	Зевейл, Ахмед
Kamen-škare-papir	Камень, ножницы, бумага
Bam	Бам
Johann Christian Bach	Бах, Иоганн Христиан
Fleetwood Mac	Fleetwood Mac
Škotsko visočje	Северо-Шотландское нагорье
Kotari u Njemačkoj	Район Германии
Supratekućina	Сверхтекучесть
Andrzej Wajda	Вайда, Анджей
Unitarizam	Унитарианская церковь
Mestici	Метис
Sjevernokorejski von	Северокорейская вона
John Fenn	Фенн, Джон Беннетт
Horus-Aha	Хор Аха
Kraljevstvo Božje	Царство небесное
Županija Värmland	Вермланд (лен)
Oscar za najbolji animirani film	Премия «Оскар» за лучший анимационный полнометражный фильм
Ivar Andreas Aasen	Осен, Ивар Андреас
Second Life	Second Life
Saxo Grammaticus	Саксон Грамматик
Umri muški 3	Крепкий орешек 3: Возмездие
Miranda	Миранда
Ísafjörður	Исафьордюр
Au	Ау
Giulietta Masina	Мазина, Джульетта
Strängnäs	Стренгнес
Županija Södermanland	Сёдерманланд (лен)
Roosevelt	Рузвельт
Katedrala Notre-Dame u Amiensu	Амьенский собор
Alida Valli	Валли, Алида
Candice Bergen	Берген, Кэндис
Osetija	Осетия
Abdoulaye Wade	Вад, Абдулай
Oseti	Осетины
Čukči	Чукчи
Jamie Lee Curtis	Кёртис, Джейми Ли
Evelyn Waugh	Во, Ивлин
Claudia Cardinale	Кардинале, Клаудия
Popis konzula Rimske Republike	Список магистратов-эпонимов Римской республики
Krednjaci	Фораминиферы
Andrea Barzagli	Бардзальи, Андреа
Chris O'Donnell	О’Доннелл, Крис
Torsten Frings	Фрингс, Торстен
Mary Harris	Харрис, Мэри
Robert Enke	Энке, Роберт
Grb Zelenortske Republike	Эмблема Кабо-Верде
Grb Kameruna	Герб Камеруна
Grb Sjeverne Koreje	Герб Корейской Народно-Демократической Республики
Romansa u Seattleu	Неспящие в Сиэтле
Bakrov(II) sulfat pentahidrat	Сульфат меди(II)
George Grosz	Гросс, Георг
Juta	Джут (волокно)
Bourneov ultimatum (2007.)	Ультиматум Борна
Paraliza	Паралич
Tony Shalhoub	Шалуб, Тони
Oscar za najbolji adaptirani scenarij	Премия «Оскар» за лучший адаптированный сценарий
Izgubljeni u prijevodu	Трудности перевода
Wilhelm Friedemann Bach	Бах, Вильгельм Фридеман
Grb Bocvane	Герб Ботсваны
Vile	Вилы
Kraljevstvo Northumbrija	Нортумбрия
Wulfila	Вульфила
Drakula (1992.)	Дракула (фильм, 1992)
Twa	Тва
Hammerfest	Хаммерфест
Manuel Neuer	Нойер, Мануэль
Þingvellir	Тингведлир
Evanđelje po Marku	Евангелие от Марка
Dodatak:Popis gradova u Azerbajdžanu	Города Азербайджана
Tønsberg	Тёнсберг
Leikanger	Лейкангер
Kalavost	Спайность
Rosalyn Yalow	Ялоу, Розалин Сасмен
Hugh David Politzer	Политцер, Хью Дэвид
Hipocentar	Гипоцентр
Latica	Лепесток
Krajolik	Ландшафт
Peroksidi	Пероксиды
Mike Hanke	Ханке, Майк
Sijuksi Indijanci	Сиу (народ)
Har Gobind Khorana	Корана, Хар Гобинд
Povijest filma	История кинематографа
8 Flora	(8) Флора
7 Iris	(7) Ирида
6 Hebe	(6) Геба
14 Irene	(14) Ирена
9 Metis	(9) Метида
13 Egeria	(13) Эгерия
21 Lutecija	(21) Лютеция
11 Parthenope	(11) Парфенопа
Hominini	Гоминини
Pokazivač	Курсор
Christiaan Eijkman	Эйкман, Христиан
Šet	Сиф
Baekdu	Пэктусан
Komodo (otok)	Комодо
Jean Simmons	Симмонс, Джин (актриса)
Litica	Клиф
Australopithecus afarensis	Австралопитек афарский
Penny Black	Чёрный пенни
Primirje	Перемирие
Vatrogasci	Пожарный
Mjerna veličina	Физическая величина
Operacija Grom (1965.)	Шаровая молния (фильм)
Homo rudolfensis	Человек рудольфский
Vulkansko staklo	Вулканическое стекло
Samo dvaput se živi (1967.)	Живёшь только дважды
Ogreb	Цвет черты
Amalteja (mitologija)	Амалфея
Zelena knjiga	Зелёная книга
Energie Cottbus	Энерги
Gerald Asamoah	Асамоа, Джеральд
U službi njenog Veličanstva (1969.)	На секретной службе Её Величества
Santa Maria	Санта-Мария (каракка)
Spartanski kraljevi	Цари Спарты
Dijamanti su vječni (1971.)	Бриллианты навсегда
Damin gambit	Ферзевый гамбит
Zvjezdane staze 1 (1979.)	Звёздный путь: Фильм
Eris	Эрида (значения)
Grb Gambije	Герб Гамбии
Anion	Анион
Vektor (epidemiologija)	Переносчик
Brzina (1994.)	Скорость (фильм, 1994)
Talija	Талия (муза)
Sarpsborg	Сарпсборг
NGC 2237	Розетка (туманность)
Nuklid	Нуклид
Kunduz	Кундуз (город)
Ganglij	Ганглий
Rimska kurija	Римская курия
Svjetsko prvenstvo u nogometu za žene - Njemačka 2011.	Чемпионат мира по футболу среди женщин 2011
Azurit	Азурит
Belize City	Белиз (город)
Epruveta	Пробирка
Eon (geologija)	Эон (геология)
Pjotr Wrangel	Врангель, Пётр Николаевич
Navaho Indijanci	Навахо (народ)
Spartak (1960.)	Спартак (фильм, 1960)
Aleksandar VI.	Александр VI
Kapela	Капелла (архитектура)
Hiperion	Гиперион
Teodorik IV.	Теодорих IV
Pandora	Пандора (значения)
Sabinjani	Сабины
Gregory Peck	Пек, Грегори
Stratosfera	Стратосфера
Albany, okrug (New York)	Олбани (округ, Нью-Йорк)
Reja (mitologija)	Рея (мифология)
Streličarstvo	Стрельба из лука
Santiago (Zelenortska Republika)	Сантьягу (Кабо-Верде)
Meditacija	Медитация
Rudolf Kehrer	Керер, Рудольф Рихардович
Nedodirljivi (1987.)	Неприкасаемые (фильм, 1987)
Alien 3	Чужой 3
Giuseppe Tartini	Тартини, Джузеппе
Grb Ugande	Герб Уганды
Daniel Carleton Gajdusek	Гайдушек, Карлтон
Susumu Tonegawa	Тонегава, Судзуми
Uriah Heep (glazbeni sastav)	Uriah Heep
Bornit	Борнит
Njemačka nogometna Bundesliga 2011./12.	Чемпионат Германии по футболу 2011/2012
Linoleum	Линолеум
Istjerivači duhova	Охотники за привидениями
Ganimed	Ганимед (значения)
Tintni pisač	Струйный принтер
Zvjezdane staze: Deep Space 9	Звёздный путь: Глубокий космос 9
Dvolom	Двойное лучепреломление
Happening	Хэппенинг
Robert F. Furchgott	Ферчготт, Роберт
Robert W. Holley	Холли, Роберт
Hamilton O. Smith	Смит, Хамилтон
Amalthea	Амальтея
Fluksus	Флуксус
Ray Manzarek	Манзарек, Рэй
Grupa Ananke	Группа Ананке
Dodatak:Popis gradova u Moldovi	Города Молдавии
Grupa Himalia	Группа Гималии
Clément Marot	Маро, Клеман
Malo dobrih ljudi	Несколько хороших парней
Popis zemalja prema nominalnoj vrijednosti BDP-a po stanovniku u 2013.	Список стран по ВВП (номинал) на душу населения
Røros	Рёрус
Solna	Сольна
Mecklenburg	Мекленбург
Guido Reni	Рени, Гвидо
Jimmy Cliff	Джимми Клифф
Viktor Dyk	Дык, Виктор
Kaesong	Кэсон
Dodatak:Popis gradova u Egiptu	Города Египта
Katie Leung	Льюнг, Кэти
Grb Burundija	Герб Бурунди
Veliki diktator	Великий диктатор
Grb Eritreje	Эмблема Эритреи
Grb Džibutija	Эмблема Джибути
Gwynedd	Гвинед
Trainspotting (1996.)	На игле (фильм)
Sinkrona rotacija	Синхронное вращение
Concepción	Консепсьон
Hildebert III.	Хильдеберт III
Kilperik II.	Хильперик II
Adam Bremenski	Адам Бременский
Dagobert III.	Дагоберт III
Samnitski ratovi	Самнитские войны
Peredvižnjevci	Товарищество передвижных художественных выставок
Povratak u budućnost 2	Назад в будущее 2
Aymará	Аймара
Angelos Charisteas	Харистеас, Ангелос
Efor	Эфоры
Wilhelm Busch	Буш, Вильгельм
Dodatak:Popis gradova u Meksiku	Города Мексики
Heksametar	Гекзаметр
Renato Dulbecco	Дульбекко, Ренато
Uže (1948.)	Верёвка (фильм)
Tibul	Альбий Тибулл
Edmond Fischer	Фишер, Эдмонд
Edwin G. Krebs	Кребс, Эдвин
Realgar	Реальгар
Braća Blues	Братья Блюз (фильм)
Teutoburška šuma	Тевтобургский лес
Talaska oblast	Таласская область
Sraslaci	Двойники
Dagobert I.	Дагоберт I
Proteus	Протей
Anthrax	Anthrax
1. dodjela Oscara	Оскар (кинопремия, 1929)
Dodatak:Popis asteroida/1-100	Список астероидов (1—100)
Elektronski uhvat	Электронный захват
Matola	Матола
Łowicz	Лович
Dvojina	Двойственное число
Ptice (1963.)	Птицы (фильм, 1963)
Mats Hummels	Хуммельс, Матс
Marshall W. Nirenberg	Ниренберг, Маршалл
Njemačka nogometna Bundesliga 2010./11.	Чемпионат Германии по футболу 2010/2011
Edward Calvin Kendall	Кендалл, Эдуард
Julius Axelrod	Аксельрод, Джулиус
Gunnar Nordahl	Нордаль, Гуннар
Top Gun	Лучший стрелок
Dodatak:Popis gradova u Armeniji	Список городов Армении
Henrietta Leavitt	Ливитт, Генриетта Суон
Collateral (2004.)	Соучастник (фильм)
Prljavi Harry	Грязный Гарри (фильм)
Mwanza	Мванза
Fram	Фрам
Steinkjer	Стейнхьер
132524 APL	(132524) APL
Clannad (vizualna novela)	Clannad (игра)
Čarobne zvijeri u Harryju Potteru	Волшебные существа мира Гарри Поттера
Metis	Метида
Atal I.	Аттал I Сотер
Jednina	Единственное число
Stranka umjerenih	Умеренная коалиционная партия
Patronim	Отчество
Alarik II.	Аларих II
Kraljevina Essex	Эссекс (королевство)
Teodorik I.	Теодорих I
Atalarik	Аталарих
Karl Barry Sharpless	Шарплесс, Барри
James W. Black	Блэк, Джеймс
Halkopirit	Халькопирит
Veliki Ustjug	Великий Устюг
Zajednica iz Taizéa	Тэзе (община)
Anedžib	Аджиб
Ofra Haza	Хаза, Офра
Taurus	Taurus
Flamsteedovi objekti	Обозначения Флемстида
Hematokrit	Гематокрит
Kabotaža	Каботаж
Koncil	Синод
Correggio	Корреджо (город)
Guastalla	Гвасталла
Olovni azid	Азид свинца
Oscar za najbolji dokumentarni film	Премия «Оскар» за лучший документальный полнометражный фильм
Korpiklaani	Korpiklaani
Leksem	Лексема (лингвистика)
Paranthropus	Парантропы
Dalriada	Дал Риада
Maršal	Маршал
Dietrich Mateschitz	Матешиц, Дитрих
Bremenski gradski svirači	Бременские музыканты
Sirmione	Сирмионе
São Vicente	Сан-Висенте (Кабо-Верде)
Maximilian Ulysses Browne	Броун, Максимилиан Улисс
Nadvojvoda Vilim Austrijski	Вильгельм Франц Габсбург-Лотарингский
Otočna država	Островное государство
Wilhelm Reinhard von Neipperg	Нейпперг, Вильгельм Рейнхард фон
Valentin Inzko	Инцко, Валентин
Pravednik među narodima	Праведники мира
Oscar za najbolju originalnu pjesmu	Премия «Оскар» за лучшую песню к фильму
Challenger	Челленджер
Nordijsko zlato	Северное золото
Lena Horne	Хорн, Лина
886 Washingtonia	(886) Вашингтония
971 Alsatia	(971) Альсатия
Bonaparte	Бонапарты
Zapadnoitalski jezici	Итало-романские языки
Peć (grad)	Печ (город, Косово)
Dinastija Romanov	Романовы
Dvorac Xabier	Замок Хавьер
Primarna literatura	Исторические источники
Epifenomenalizam	Эпифеноменализм
Sunčev blizanac	Аналоги Солнца
Pleokroizam	Плеохроизм
Josip Filipović	Филиппович фон Филиппсберг, Йозеф
Memoari	Мемуары
Ferdinand Fellner	Фельнер, Фердинанд
Henrik, vojvoda Donje Lorene	Генрих I (граф Лимбурга)
Waleran, vojvoda Donje Lorene	Валеран II (герцог Лимбурга)
Aleksandar Witek	Виттек, Александр
Oblast Sliven	Сливенская область
Kosovska nogometna reprezentacija	Сборная Косова по футболу
Robert Pirès	Пирес, Робер
Povijest Ujedinjenog Kraljevstva	История Великобритании
Let's Dance	Let’s Dance
Audrey Niffenegger	Ниффенеггер, Одри
Dinamičke oznake	Динамика (музыка)
Tropska savanska klima	Тропический климат с сухой зимой и дождливым летом
Visak	Отвес
Die Tafeln	Пищевой банк
Idrissa Ouedraogo	Уэдраого, Идрисса
Kazansko federalno sveučilište	Казанский университет
Ryan Getzlaf	Гецлаф, Райан
Ingenije	Ингенуй
Mihael Mikić	Микич, Михаэль
Woodes Rogers	Роджерс, Вудс
Arapski nacionalizam	Арабский национализм
Kola (biljka)	Кола (растение)
Nuklearna elektrana Fukushima 1	АЭС Фукусима-1
Kratkoprsti kobac	Европейский тювик
Financijske krize	Финансовый кризис
Coriolisov protokomjer	Кориолисов расходомер
Janel Moloney	Молони, Джанель
Drizzt Do'Urden	Дриззт До’Урден
Mješovite borilačke vještine	Смешанные боевые искусства
Hokej na ledu na Olimpijskim igrama	Хоккей с шайбой на Олимпийских играх
Goran Rubil	Рубил, Горан
Tomislav Erceg	Эрцег, Томислав
Arjun	Арджун
Mercedes-Benz Citaro	Mercedes-Benz Citaro
Find	Find
Plinski motor	Газовый двигатель
Ahmed I.	Ахмед I
Seksagezimalni brojevni sustav	Шестидесятеричная система счисления
Hrapavost površine	Шероховатость поверхности
Dina – pješčani planet	Дюна (фильм)
Loic Rémy	Реми, Лоик
VRAM	VRAM
ULA	Базовый матричный кристалл
Cattaraugus, okrug (New York)	Катарогас (округ, Нью-Йорк)
Promet Španjolske	Транспорт в Испании
Isla de la Juventud	Хувентуд
Granma (pokrajina)	Гранма (провинция)
Jim Kerr	Керр, Джим
Chautauqua, okrug (New York)	Чатоква (округ, Нью-Йорк)
Institut za međunarodno pravo	Институт международного права
Ploče	Плоче
Aida Turturro	Туртурро, Аида
Cayuga, okrug (New York)	Кайюга (округ, Нью-Йорк)
Amin Maalouf	Маалуф, Амин
Taht-e Sulejman	Тахт-е Солейман
Bar (grad)	Бар (Черногория)
12. tisućljeće pr. Kr.	12-е тысячелетие до н. э.
Biatlon na ZOI 2014.	Биатлон на зимних Олимпийских играх 2014
Holguín (pokrajina)	Ольгин (провинция)
Mayabeque (pokrajina)	Маябеке
Ruvuma	Рувума (область)
Guantánamo (pokrajina)	Гуантанамо (провинция)
Sumbawanga	Сумбаванга
Artemisa (pokrajina)	Артемиса (провинция)
Camagüey	Камагуэй (город)
Las Tunas (pokrajina)	Лас-Тунас (провинция)
Heiko Westermann	Вестерман, Хайко
Dom sportova (Zagreb)	Дом Спортова
Villa Clara (pokrajina)	Вилья-Клара (провинция)
Matanzas (pokrajina)	Матансас (провинция)
4. tisućljeće pr. Kr.	4-е тысячелетие до н. э.
Sancti Spíritus (pokrajina)	Санкти-Спиритус (провинция)
Cienfuegos (pokrajina)	Сьенфуэгос (провинция)
Daniel Bovet	Бове, Даниеле
Morski vranac	Хохлатый баклан
Ivan Rakitić	Ракитич, Иван
Gjergj Fishta	Фишта, Гергь
Šilka	Шилка
Arno	Арно (река, впадает в Лигурийское море)
Fritz Zwicky	Цвикки, Фриц
Walter Rudolf Hess	Гесс, Уолтер
Petar Stambolić	Стамболич, Петар
Marie Bonaparte	Бонапарт, Мари
Paul Hermann Müller	Мюллер, Пауль Герман
Emil Theodor Kocher	Кохер, Эмиль Теодор
Max Frisch	Фриш, Макс
Penutski jezici	Пенутийские языки
Tadeus Reichstein	Рейхштейн, Тадеуш
Werner Arber	Арбер, Вернер
Pinar del Río (pokrajina)	Пинар-дель-Рио (провинция)
Pascal Couchepin	Кушпен, Паскаль
Dakota Fanning	Фэннинг, Дакота
11. tisućljeće pr. Kr.	11-е тысячелетие до н. э.
Antoine-Henri Jomini	Жомини, Генрих
Dodatak:Nagrada Saturn za najbolji horor film	Премия «Сатурн» за лучший фильм ужасов
Dodatak:Nagrada Saturn za najbolji akcijsko pustolovni triler film	Премия «Сатурн» за лучший приключенческий фильм, боевик или триллер
Hold It Against Me	Hold It Against Me
Abactochromis labrosus	Abactochromis labrosus
David Coverdale	Ковердэйл, Дэвид
5. tisućljeće pr. Kr.	5-е тысячелетие до н. э.
Sutra, kada je započeo rat	Вторжение: Битва за рай
Gorna Orjahovica	Горна-Оряховица
Alfred Cortot	Корто, Альфред
Rolf Zinkernagel	Цинкернагель, Рольф
Friedrich Miescher	Мишер, Иоганн Фридрих
Kraj dinastije Han	Конец династии Хань
Grbavica (2006.)	Грбавица (фильм)
Godišnji odmor	Отпуск
Otok (razdvojba)	Оток (значения)
Silicijev dioksid	Диоксид кремния
Tefnut	Тефнут
Robert Guérin	Герен, Робер
Lexa Doig	Дойг, Лекса
Fruška gora	Фрушка-Гора
Menadžment promjena	Управление изменениями
NGC 357	NGC 357
Ladislav V. Posmrtni	Ладислав Постум
Damoklov mač	Дамоклов меч
Ekdicije	Экдиций Авит
Češka malonogometna reprezentacija	Сборная Чехии по мини-футболу
Portugalska malonogometna reprezentacija	Сборная Португалии по мини-футболу
Talijanska malonogometna reprezentacija	Сборная Италии по мини-футболу
UEFA Europsko futsal prvenstvo - Hrvatska 2012.	Чемпионат Европы по мини-футболу 2012
Europsko prvenstvo u dvoranskom nogometu UEFA-e	Чемпионат Европы по мини-футболу
Vaterpolo na OI 1980.	Водное поло на летних Олимпийских играх 1980
Jezero Tana	Тана (озеро)
Ukrajinska malonogometna reprezentacija	Сборная Украины по мини-футболу
Amerika (Rammstein)	Amerika (песня)
Kaarlo Kangasniemi	Кангасниеми, Каарло
Ich will	Ich will
U dobru i u zlu	Мой парень — псих
Batman (1989.)	Бэтмен (фильм, 1989)
Refaktoriranje koda	Рефакторинг
Robert J. Van de Graaff	Грааф, Роберт Ван де
Niz nesretnih događaja (2004.)	Лемони Сникет: 33 несчастья
Glutation	Глутатион
Mladi mjesec (2009.)	Сумерки. Сага. Новолуние
Vkontakte	ВКонтакте
Mohawk Indijanci	Мохоки
Gennaro Gattuso	Гаттузо, Дженнаро
Yoko Ono	Оно, Йоко
Thomas Neill Cream	Крим, Томас Нил
Plavi jahač	Синий всадник
Santiago de Cuba	Сантьяго-де-Куба
Mate (biljka)	Падуб парагвайский
Kiowa	Кайова (народ)
Wilsonova bolest	Болезнь Вильсона — Коновалова
Komanči	Команчи
Wiz Khalifa	Уиз Халифа
Miklós Horthy	Хорти, Миклош
Tespis	Феспис
Ponte Corvo	Понтекорво
Cree	Кри (народ)
Crna Gora na Pjesmi Eurovizije	Черногория на конкурсе песни Евровидение
One Hot Minute	One Hot Minute
Arawak	Араваки
Demosten	Демосфен
Hopi	Хопи (народ)
Ruska malonogometna reprezentacija	Сборная России по мини-футболу
Bijedni ljudi	Бедные люди
Piano (1993.)	Пианино (фильм)
Moskovska suđenja	Московские процессы
Malcolm McDowell	Макдауэлл, Малкольм
CSI: Crime Scene Investigation	C.S.I.: Место преступления
Yoann Gourcuff	Гуркюфф, Йоанн
Krimski Tatari	Крымские татары
Pinske močvare	Пинские болота
Jõgeva	Йыгева
Homoseksualnost u starom Rimu	Гомосексуальность в Древнем Риме
Beverly Hills, 90210	Беверли-Хиллз, 90210
Mamoré (rijeka)	Маморе
Tahti Bahi	Тахт-и-Бахи
Germa (Libija)	Джерма (город)
Benedikt X., protupapa	Бенедикт X (антипапа)
Lorin Maazel	Маазель, Лорин
Zastava Kiribatija	Флаг Кирибати
Giuseppe Gasparo Mezzofanti	Меццофанти, Джузеппе
Hugo Claus	Клаус, Хюго
Nikola II., papa	Николай II (папа римский)
Doktrina	Доктрина
Magnetska anomalija	Магнитная аномалия
Viktor Ahn	Ан, Виктор
Inocent Irkutski	Иннокентий (Кульчицкий)
SBD Dauntless	Douglas SBD Dauntless
Celestin V.	Целестин V
Labarum	Лабарум
Karizma	Харизма
Trokrilac (zrakoplov)	Триплан
Madeira (rijeka)	Мадейра (река)
Diktatura proletarijata	Диктатура пролетариата
Javanska brazda	Яванская впадина
Haploid	Плоидность
Prisk	Гай Юлий Приск
Veslanje na OI 2004.	Академическая гребля на летних Олимпийских играх 2004
Zemlja tamjana	Земля ладана
Putovnica Švicarske	Паспорт гражданина Швейцарии
Plinsko zavarivanje	Газовая сварка
Velika čaplja	Исполинская цапля
Luj II.	Людовик II
Hafez al-Asad	Асад, Хафез
Georgij Aleksandrov	Александров, Георгий Фёдорович
Rio Negro (Amazonija)	Риу-Негру (река)
Audi Q7	Audi Q7
Sjeverni otok	Северный (остров, Новая Зеландия)
Društveni otoci	Острова Общества
99942 Apophis	(99942) Апофис
Menandar	Менандр
Volga (automobil)	Волга (автомобиль)
Ljudska žrtva	Человеческое жертвоприношение
Brazilski federalni distrikt	Федеральный округ (Бразилия)
Julijske Alpe	Юлийские Альпы
Sturmscharführer	Штурмшарфюрер
Aleutski otoci	Алеутские острова
Kotorska biskupija	Епархия Котора
Međunarodno atomsko vrijeme	Международное атомное время
PLZ-45	PLZ-45
Južnoamerička ploča	Южно-Американская плита
Sergio Agüero	Агуэро, Серхио
Francisco Coloane	Колоане, Франсиско
Sličice po sekundi	Кадровая частота
Sillimanit	Силлиманит
Ana, kraljica Velike Britanije	Анна (королева Великобритании)
Bitak i ništo	Бытие и ничто
Michael Douglas	Дуглас, Майкл
Sunčeva baklja	Солнечная вспышка
Zlarin	Зларин
Vojvođanski grb	Герб Воеводины
Apostolski vikarijat sjeverne Arabije	Апостольский викариат Северной Аравии
NGC 1614	NGC 1614
Softversko napuhavanje	Раздутое программное обеспечение
Sejan	Луций Элий Сеян
Sedmopruga usminjača	Кожистая черепаха
Tempeh	Темпе
Aleksandar III., ruski car	Александр III
Efemeride	Эфемерида
Magnolijevke	Магнолиевые
Hladno zavarivanje pritiskom	Холодная сварка
Planina Wutai	Утайшань
Riba ribi grize rep	Подводная братва
Dispareunija	Болезненный половой акт
Inayat Khan	Хан, Инайят
Viviparnost	Живорождение
NHL 1926./27.	НХЛ в сезоне 1926/1927
Dinoflagelati	Динофлагелляты
210 Isabella	(210) Изабелла
Spodumen	Сподумен
Manja bazilika	Малая базилика
Gastroenterologija	Гастроэнтерология
N ili M?	Н или М?
Omaha Indijanci	Омаха (народ)
Tachi (mač)	Тати (меч)
Tupí	Тупи (народ)
Vatra svetog Ilije	Огни святого Эльма
Trofej prvakinja 1999. (hokej na travi)	Трофей чемпионов по хоккею на траве среди женщин 1999
Kyōto, prefektura	Киото (префектура)
Južni otok	Южный (остров, Новая Зеландия)
Summer Sanders	Сандерс, Саммер
Apsolutna vrijednost broja	Абсолютная величина
Kloniranje	Клонирование (биология)
Tajlandski boks	Тайский бокс
Amedeo Modigliani	Модильяни, Амедео
Jato	Стая
Upala crvuljka	Аппендицит
Përmetski distrikt	Пермети
Superračunala	Суперкомпьютер
Filip Švapski	Филипп Швабский
Mašhad	Мешхед
Władysław Reymont	Реймонт, Владислав
Informacijski sustavi	Информационная система
National Security Agency	Агентство национальной безопасности
Džamija Kolšarif	Кул-Шариф
Tigrica	Волнистый попугайчик
Boyacá (departman)	Бояка
Socijaldemokracija	Социал-демократия
Njemačka nogometna Bundesliga 2009./10.	Чемпионат Германии по футболу 2009/2010
Njemačka nogometna Bundesliga 2005./06.	Чемпионат Германии по футболу 2005/2006
Njemačka nogometna Bundesliga 2008./09.	Чемпионат Германии по футболу 2008/2009
Infrastruktura	Инфраструктура
Krf	Керкира (остров)
Pasha	Песах
Diskretna matematika	Дискретная математика
Rakun	Енот-полоскун
Alicia Keys	Киз, Алиша
Jhelum	Джелам (город)
Fiat 131	Fiat 131
Profesor	Профессор
NGC 303	NGC 303
Simbioza	Симбиоз
Bobby Sands	Сэндс, Бобби
Paul Pierce	Пирс, Пол
Zastava Španjolske	Флаг Испании
Akupunktura	Акупунктура
Plinoviti div	Газовая планета
Eva Brunne	Брунне, Ева
Los Angeles Lakers	Лос-Анджелес Лейкерс
Take It Off	Take It Off
Francuzi	Французы
Nupe	Нупе
Henry Louis Le Chatelier	Ле Шателье, Анри Луи
Narodna Republika Bugarska	Народная Республика Болгария
Eros	Эрот
Veleposlanik	Посол
Julio Iglesias	Иглесиас, Хулио
Hilary Duff	Дафф, Хилари
Industrijski kompleks Zollverein	Шахта Цольферайн
Fruktoza	Фруктоза
Lubango	Лубанго
Srna	Европейская косуля
Reichenbach	Райхенбах
Rezervat Srebrna	Природный заповедник Сребырна
Povijest Njemačke	История Германии
Equites	Всадники (Древний Рим)
Rimska mitologija	Римская мифология
Tequila	Текила
Kontrola rađanja	Контрацепция
Ginger Baker	Бейкер, Джинджер
Heraklo	Геракл
Hermann Rorschach	Роршах, Герман
See You on the Other Side	See You on the Other Side
Carla del Ponte	Дель Понте, Карла
Jean-Paul Marat	Марат, Жан-Поль
Angelo Di Livio	Ди Ливио, Анджело
Albert Hofmann	Хофман, Альберт
Hakan Yakın	Якин, Хакан
Ludovic Magnin	Маньен, Людовик
Diego Benaglio	Бенальо, Диего
Daniel Bernoulli	Бернулли, Даниил
Élie Ducommun	Дюкоммен, Эли
Gottfried Keller	Келлер, Готфрид
Mir u Brest-Litovsku	Брестский мир
Kalist I.	Каликст I
Micheline Calmy-Rey	Кальми-Ре, Мишлин
Pelagijanstvo	Пелагианство
NGC 261	NGC 261
Ljuskaši	Чешуйчатые
Zastava Meksika	Флаг Мексики
Zastava Europske unije	Флаг Европы
Žilavi lijev	Высокопрочный чугун
Carl Gunnarsson	Гуннарссон, Карл
Tromost	Инерция
Karlo II., kralj Engleske	Карл II (король Англии)
Eau Claire, Wisconsin	О-Клэр (Висконсин)
Botnički zaljev	Ботнический залив
Renée Zellweger	Зеллвегер, Рене
Robin Hood	Робин Гуд
Brojevni sustav	Система счисления
Ružmarin	Розмарин лекарственный
William Thomson	Томсон, Уильям (лорд Кельвин)
Ōsaka, prefektura	Осака (префектура)
Sega	Sega
Američki crni medvjed	Барибал
Dziecinów (povjat otwocki)	Дзецинув (Отвоцкий повят)
Europski sud za ljudska prava	Европейский суд по правам человека
Planckova konstanta	Постоянная Планка
Švedska kruna	Шведская крона
Rokoko	Рококо
Erich von Däniken	Дэникен, Эрих фон
Selenča	Селенча
Hans Urs von Balthasar	Бальтазар, Ханс Урс фон
Anagram	Анаграмма
Simonetta Sommaruga	Соммаруга, Симонетта
Lavoslav Ružička	Ружичка, Леопольд
Kabala	Каббала
Hans Küng	Кюнг, Ханс
Alfred Werner	Вернер, Альфред
Charles Édouard Guillaume	Гийом, Шарль Эдуар
Pedijatrija	Педиатрия
Heinrich Rohrer	Рорер, Генрих
Sarsi	Сарси
Ulrich Zwingli	Цвингли, Ульрих
Maserati GranTurismo	Maserati GranTurismo
Johanna Spyri	Спири, Иоханна
Rusko-turski rat 1768.-1774.	Русско-турецкая война (1768—1774)
Atol Palmyra	Пальмира (атолл)
Robert A. Heinlein	Хайнлайн, Роберт Энсон
Hat-trick	Хет-трик
Policajac manijak 2	Маньяк-полицейский 2
Angelica Kauffmann	Кауфман, Ангелика
Tasmanski tigar	Сумчатый волк
Raymond Kopa	Копа, Раймон
Zlatna ribica	Обыкновенная золотая рыбка
Francesco Borromini	Борромини, Франческо
Vanessa Hudgens	Хадженс, Ванесса
Peter Zumthor	Цумтор, Петер
Latinska unija	Латинский Союз (международная организация)
Rusko-turski rat 1787.-1792.	Русско-турецкая война (1787—1791)
Poljski zlot	Польский злотый
Organicizam	Органицизм
Svitkoglavci	Бесчерепные
Fukuoka, prefektura	Фукуока (префектура)
Francis Harry Compton Crick	Крик, Фрэнсис
Stojni val	Стоячая волна
Antioquia (departman)	Антьокия
Ahat	Агат
Michael Caine	Майкл Кейн
Ehime, prefektura	Эхимэ
Kukëski distrikt	Кукес (округ)
Država (Platon)	Государство (Платон)
Napetost	Стресс
Aristokracija	Аристократия
Endem	Эндемик
Sinclair Lewis	Льюис, Синклер
Neobalne države	Государства без выхода к морю
