Afrika	Африка
Afrodite	Афродита
Tuttorpak	Лось
Osaka	Осака
Bayda	Аль-Байда
Izmir	Измир
Lviv	Львов
Ha Long	Халонг (город)
Qui Nhon	Куинён
Viet Tri	Вьетчи
Rach Gia	Ратьзя
Hue	Хюэ
Thanh Hoa	Тханьхоа
Puerto Montt	Пуэрто-Монт
Calgary	Калгари
Allaq	Бурый медведь
Kurdiskisut	Курдские языки
Maorimiutut	Маори (язык)
Thai Binh illoqarfik	Тхайбинь
Karaj	Кередж
Ben Tre	Бенче
Aasaanerani nalunaaqqutaq	Летнее время
Rauma	Раума
Pop (Nipilersoriaaseq)	Поп-музыка
Auckland	Окленд (Новая Зеландия)
Mariupol	Мариуполь
Lublin	Люблин
Paul Gauguin	Гоген, Поль
Sapporo	Саппоро
Yokohama	Иокогама
Angers	Анже
Turku	Турку
Adana	Адана
Iganeq	Кулинария
Bodø	Будё
Tuttu	Северный олень
Eyjafjallajökull (innermik anitsisartoq)	Эйяфьядлайёкюдль
Ágreda	Агреда
Pierre-Auguste Renoir	Ренуар, Пьер Огюст
Bursa	Бурса (город)
Benghazi	Бенгази
Tampere	Тампере
Aaveq	Морж
Mariah Carey	Кэри, Мэрайя
Skizofrenii	Шизофрения
Aleppo	Алеппо
Bydgoszcz	Быдгощ
Johannes Vermeer	Вермеер, Ян
Ulsan	Ульсан
Gwangju	Кванджу
Edvard Munch	Мунк, Эдвард
Mykolaiv	Николаев (Николаевская область)
Świnoujście	Свиноуйсьце
Haifa	Хайфа
Stewart Island	Стьюарт (остров)
Beersheba	Беэр-Шева
Reims	Реймс
Talcahuano	Талькауано
Isfahan	Исфахан
Seongnam	Соннам
Clermont-Ferrand	Клермон-Ферран
Tunnullit	Синий кит
Kharkiv	Харьков
Iron Maiden	Iron Maiden
Saint-Étienne	Сент-Этьен
Nîmes	Ним
Le Havre	Гавр
Harbin	Харбин
Donetsk	Донецк
Toulon	Тулон
Rawson	Росон
Río Gallegos	Рио-Гальегос
Ushuaia	Ушуая
Viljandi	Вильянди
Zac Efron	Эфрон, Зак
Monte-Carlo	Монте-Карло
Herat	Герат (город)
Kandahar	Кандагар
Nuna eqqissisimatitaq	Национальный парк
Edgar Degas	Дега, Эдгар
Espoo	Эспоо
Saint-Denis (Reunion)	Сен-Дени (Реюньон)
Oulu	Оулу
Aix-en-Provence	Экс-ан-Прованс
Anaanap ullua	День матери
Mittarfik Con Dao	Кондао (аэропорт)
Lucknow	Лакхнау
Ilisserut:Commonscat	Шаблон:Commonscat
Basra	Басра
Dnipropetrovsk	Днепропетровск
Kobe	Кобе
Mariehamn	Мариехамн
Porvenir	Порвенир
Punta Arenas	Пунта-Аренас
Chiang Mai	Чиангмай
Trollhättan	Тролльхеттан
Borlänge	Бурленге
Landskrona	Ландскруна
Nyköping	Нючёпинг
Alingsås	Алингсос
Monaco-Illoqarfik	Монако (город)
Asker	Аскер
Bærum	Берум
Shijiazhuang	Шицзячжуан
Pashtomiutut	Пушту
Narvik	Нарвик
Aappilattoq (Nanortalik)	Ааппилатток (Куяллек)
Aappilattoq (Upernavik)	Ааппилатток (Каасуитсуп)
Narsarsuaq	Нарсарсуак
Mo i Rana	Му-и-Рана
Chihuahua, Chihuahua	Чиуауа (город)
Brandon (Canada)	Брандон (Манитоба)
Harstad	Харстад
Ålesund	Олесунн
Sissarmiutaq	Морской песочник
Nordkapp	Нордкап (коммуна)
Jaipur	Джайпур
Kanpur	Канпур
Rogier van der Weyden	Рогир ван дер Вейден
Taiyuan	Тайюань
Hai Phong	Хайфон
Dalian	Далянь
Christchurch	Крайстчерч
Uranusi (guuti)	Уран (мифология)
Coronel Fabriciano	Коронел-Фабрисиану
Daugavpils	Даугавпилс
Tabriz	Тебриз
Humaniora	Гуманитарные науки
Monterrey, Nuevo León	Монтеррей
Baffin Island	Баффинова Земля
Kigutilissuaq	Кашалот
Acapulco	Акапулько
Giza	Гиза
Royan	Руайан
Tyre, Lebanon	Тир (город)
Temuco	Темуко
Hande Yener	Йенер, Ханде
Henri de Toulouse-Lautrec	Тулуз-Лотрек, Анри де
Terianniaq qaqortaq	Песец
Advent	Адвент
Mosul	Мосул
Changchun	Чанчунь
London (Canada)	Лондон (Канада)
Rawalpindi	Равалпинди
Kimmernaq	Брусника
Chrzanów	Хшанув
Gaziantep	Газиантеп
Lillehammer	Лиллехаммер
Dronning Margrethe II	Маргрете II
Narva	Нарва
Jan van Eyck	Ван Эйк, Ян
Pärnu	Пярну
Rovaniemi	Рованиеми
Hafnarfjörður	Хабнарфьордюр
Ventspils	Вентспилс
Vadsø	Вадсё
Hamar	Хамар
Ísafjörður	Исафьордюр
Fredrikstad	Фредрикстад
Tønsberg	Тёнсберг
Akranes	Акранес
Sarpsborg	Сарпсборг
Gjøvik	Йёвик
Valmiera	Валмиера
Kunduz	Кундуз (город)
Vardø	Вардё
Kongsberg	Конгсберг
Sandefjord	Саннефьорд
Moss	Мосс (Норвегия)
Haugesund	Хёугесунн
Halden	Халден
Horten	Хортен
Kaesong	Кэсон
Chongjin	Чхонджин
Hamhŭng	Хамхын
Wonsan	Вонсан
Namp'o	Нампхо
Mwanza	Мванза
Steinkjer	Стейнхьер
Qeqertaq Avannarleq	Северный (остров, Новая Зеландия)
Qeqertaq Kujalleq	Южный (остров, Новая Зеландия)
Mashhad	Мешхед
Oqinninnguaq	Европейская косуля
Tijuana	Тихуана
Vaasa	Вааса
Puebla (Puebla)	Пуэбла-де-Сарагоса
Vantaa	Вантаа
Mittarfik Carriel Sur	Карриель-Сур (аэропорт)
Mazar-i-Sharif	Мазари-Шариф
Luxor	Луксор
Tupaarnaq	Тимьян
Homs	Хомс
Misrata	Мисурата
Shania Twain	Шанайя Твейн
Aden	Аден
Tina Turner	Тина Тёрнер
Qilalugaq qaqortaq	Белуха (млекопитающее)
Arbil	Эрбиль
Qipoqqaq	Горбатый кит
Dunedin	Данидин
Luhansk	Луганск
Port Said	Порт-Саид
Suez	Суэц
Jyväskylä	Ювяскюля
Šiauliai	Шяуляй
Eilat	Эйлат
Krzeszowice	Кшешовице
Hiiumaa	Хийумаа
Ellesmere Island	Элсмир (остров)
Zapopan	Сапопан
Zarqa	Эз-Зарка
Puisi	Морской заяц
Mittarfik Pleiku	Плейку (аэропорт)
Joan Miró	Миро, Жоан
Afula	Афула
Bnei Brak	Бней-Брак
Tanga, Tanzania	Танга
Shinji Kagawa	Кагава, Синдзи
Larvik	Ларвик (коммуна)
Sinuiju	Синыйджу (город)
Kronprinsesse Victoria Sverige'mit	Виктория, кронпринцесса Швеции
Makiivka	Макеевка
Kryvyi Rih	Кривой Рог
Vinnytsia	Винница
Avaalaqiaq	Берёза карликовая
Zaporizhzhia	Запорожье
Ramallah	Рамалла
Qilalugaq qernertaq	Нарвал
Mittarfik Phu Bai	Хюэ (аэропорт)
Dammam	Эд-Даммам
Valdivia	Вальдивия
Pachuca de Soto	Пачука-де-Сото
Kuopio	Куопио
Sidon	Сайда (город)
Kópavogur	Коупавогюр
Kawasaki (Kanagawa)	Кавасаки (город)
Mittarfik Lien Khuong	Далат Льенкхыонг (аэропорт)
Mérida, Yucatán	Мерида (Юкатан)
Frans Hals	Халс, Франс
Liepāja	Лиепая
Najaf	Ан-Наджаф
Hebron	Хеврон
Tripoli, Lebanon	Триполи (Ливан)
Jinan	Цзинань
Qingdao	Циндао
Mittarfik Can Tho	Кантхо (аэропорт)
Santa Cruz de la Sierra	Санта-Крус-де-ла-Сьерра
Keflavík	Кеблавик
Pattaya	Паттайя
Ashdod	Ашдод
Nanchang	Наньчан
Nerlernaq	Белолобый гусь
Santiago de Querétaro	Сантьяго-де-Керетаро
Veracruz, Veracruz	Веракрус (Веракрус)
Kirkuk	Киркук
Hama	Хама
Roxette	Roxette
Faisalabad	Фейсалабад
Arfivik	Гренландский кит
Villa Alemana	Вилья-Алемана
Kissaviarsuk	Кречет
Toamasina	Туамасина
Peeqin	Певек
Surtsey	Сюртсей
Qajaq	Каяк
Jelgava	Елгава
Pori	Пори
Rēzekne	Резекне
Lappeenranta	Лаппеэнранта
Windsor (Canada)	Уинсор (Онтарио)
Umimmak	Овцебык
Kalaallit erfalasuat	Флаг Гренландии
Multan	Мултан
Quetta	Кветта
Garðabær	Гардабайр
Joensuu	Йоэнсуу
Devon Island	Девон (остров)
Vestmannaeyjar	Вестманнаэйяр (острова)
Carl Larsson	Ларссон, Карл Улоф
SAS Scandinavian Airlines System	Scandinavian Airlines System
Safed	Цфат
León (Guanajuato)	Леон-де-лос-Альдама
Hermosillo	Эрмосильо
Utena	Утена
Katekismus	Катехизис
Klaksvík	Клаксвуйк
Joe Cocker	Кокер, Джо
Horsens	Хорсенс
Tuullik	Черноклювая гагара
Mikkeli	Миккели
Petah Tikva	Петах-Тиква
Abha	Абха
Ilulissat	Илулиссат
Jēkabpils	Екабпилс
Rakvere	Раквере
Kotka	Котка
Holon	Холон (город)
Netanya	Нетания
Ivan Sjisjkin	Шишкин, Иван Иванович
Porvoo	Порвоо
Mittarfik Phu Cat	Куинён (аэропорт)
Irbid	Ирбид
Łobez	Лобез
Mexicali	Мехикали
Hamilton ( New Zealand)	Гамильтон (Новая Зеландия)
Latakia	Латакия
Aguascalientes, Aguascalientes	Агуаскальентес (город)
Rishon LeZion	Ришон-ле-Цион
Yungay (Chile)	Юнгай (Чили)
Kohtla-Järve	Кохтла-Ярве
Tikaagullit	Малый полосатик
Hämeenlinna	Хямеэнлинна
Georges de la Tour	Латур, Жорж де
Napier	Нейпир
Mittarfik Phu Quoc	Зыонгдонг (аэропорт)
Saint John (New Brunswick)	Сент-Джон (Нью-Брансуик)
San Luis Potosí, San Luis Potosí	Сан-Луис-Потоси (город)
Kouvola	Коувола
Qaarsut	Каарсут
Nelson (New Zealand)	Нельсон (Новая Зеландия)
Niisarnaq	Обыкновенная гринда
Kuanneq	Дягиль лекарственный
Sillamäe	Силламяэ
Southampton Island , Nunavut	Саутгемптон (остров)
Hyvinkää	Хювинкяа
Émile Friant	Фриан, Эмиль
Tauranga	Тауранга
Ivan Kramskoi	Крамской, Иван Николаевич
Miteq sujorakitsoq	Гага-гребенушка
Kokkola	Коккола
Prince of Wales Island, Nunavut	Остров Принца Уэльского (Канада)
Sisimiut	Сисимиут
Järvenpää	Ярвенпяа
Soluna Samay	Самай, Солуна
Rotorua	Роторуа (город)
Toluca	Толука-де-Лердо
Kirkenes	Киркенес
Salo	Сало (Финляндия)
Aasiaat	Аасиаат
Culiacán	Кульякан
Prinsesse Madeleine Sverige'mit	Мадлен, принцесса Швеции
Serfaq	Обыкновенный чистик
Palmerston North	Палмерстон-Норт
Østjerusalem	Восточный Иерусалим
O'Hare International Airport	Международный аэропорт О’Хара
John Bauer	Бауэр, Йон
Nablus	Наблус
Kisumu	Кисуму
Lohja	Лохья
Can Tho	Кантхо
Levanger	Левангер
Aarluarsuk	Атлантический белобокий дельфин
Issittup amarua	Мелвильский островной волк
Jens Fink-Jensen	Финк-Йенсен, Йенс
Mahajanga	Махадзанга
Húsavík	Хусавик
Miluumasunik inungasunik ilisimatusarneq	Приматология
Naucalpan	Наукальпан
Qaqortoq	Какорток
Ramla	Рамла
Qaanaaq	Каанаак
Nunarput utoqqarsuanngoravit	Гимн Гренландии
Mombasa	Момбаса
Al Ain	Эль-Айн
Öland	Эланд
Nakuru	Накуру
Morogoro	Морогоро
Gujranwala	Гуджранвала
Khulna	Кхулна
Changwon	Чханвон
Tabuk, Saudi Arabia	Табук (город)
Kigoma	Кигома (Танзания)
Qajaasaq	Рододендрон гренландский
Kangaamiut	Кангаамиут
Buraidah	Бурайда
Gray (Franche-Comté)	Гре
Alluitsup-Paa	Аллуитсуп Паа
Shubra El-Kheima	Шубра-эль-Хейма
Al Hudaydah	Ходейда
Abbotsford	Абботсфорд (Британская Колумбия)
Moshi	Моши
Grise Fiord, Nunavut	Грис-Фьорд
Truro (Canada)	Труро (Новая Шотландия)
Sharjah	Шарджа (город)
Upernavik	Упернавик
Qaqullunnaq	Большой пестробрюхий буревестник
Hans Enoksen	Эноксен, Ханс
Khobar	Эль-Хубар
Al-Rayyan	Эр-Райян (город)
Kuupik Kleist	Клейст, Куупик
Bahawalpur	Бахавалпур
Illoqqortoormiut	Иллоккортоормиут
Eldoret	Элдорет
Rajshahi	Раджшахи
Status Quo	Status Quo
Safri Duo	Safri Duo
Kiryat Shmona	Кирьят-Шмона
Mbeya	Мбея
Peder Severin Krøyer	Крёйер, Педер Северин
Dawson City, Yukon	Доусон (Канада)
Jeddah	Джидда
Aappilattoq	Ааппилатток
Chittagong	Читтагонг
Nyeri	Ньери
Bartholomeus van der Helst	Гельст, Бартоломеус ван дер
Vilhelm Hammershøi	Хаммерсхёй, Вильгельм
Dirck van Baburen	Бабюрен, Дирк ван
Jonathan Motzfeldt	Мотсфельдт, Йонатан
Dosouq	Дисук
Marstrand	Марстранд
Air Greenland	Air Greenland
Nazareth	Назарет
Narsaq	Нарсак
Alytus	Алитус
Murilo Benício	Бенисиу, Мурилу
Ta'izz	Таиз
Sylhet	Силхет
Sara Takanashi	Таканаси, Сара
Per Kirkeby	Киркебю, Пер
Lars-Emil Johansen	Йохансен, Ларс-Эмиль
Paramore	Paramore
Tczew	Тчев
Qeqqata Kommunia	Кекката
Mittarfik Tan Son Nhat	Таншоннят
Kommune Kujalleq	Куяллек
William-Adolphe Bouguereau	Бугро, Вильям
Vågan	Воган
Sariwon	Саривон
Tanchon	Танчхон
Jan de Bray	Брай, Ян де
Paamiut	Паамиут
Francis Rossi	Росси, Фрэнсис
Annoraaq	Анорак
Nuussuaq (Upernavik)	Нууссуак
Gulu	Гулу
Antsirabe	Анцирабе
Atammik	Атаммик
Kulusuk	Кулусук
Nurmijärvi	Нурмиярви
Bukan	Букан
Vestmanna	Вестманна
Kangaatsiaq	Кангаатсиак
Kisitsisinik ilinniarneq	Вычисление
Seyðisfjörður	Сейдисфьордюр
Pangnirtung	Пангниртунг
Nakhon Ratchasim	Накхонратчасима
Arctic Bay, Nunavut	Арктик-Бей
Qaasuitsup Kommunia	Каасуитсуп
Hudiksvall	Худиксвалль
Argir	Аргир
Hat Yai	Хатъяй
Reykjanesbær	Рейкьянесбайр
Coral Harbour, Nunavut	Корал-Харбор
Hadsund	Хадсунн
Kullorsuaq	Куллорсуак
Hoyvík	Хойвик
Naalakkersuisut siulittaasuat	Премьер-министр Гренландии
Rønne	Рённе
Eiði	Айи
Machakos	Мачакос
Kommuneqarfik Sermersooq	Сермерсоок
Mittarfik Buon Ma Thuot	Буонметхуот (аэропорт)
Kaechon	Кэчхон
Fuglafjørður	Фуглафьёрдур
Tasiusaq (Nanortalik)	Тасиусак (Куяллек)
Ikerasak	Икерасак
Barisal	Барисал
Uummannaq	Уумманнак
Tvøroyri	Твёройри
Vágur	Вагур
Khamis Mushait	Хамис-Мушаит
Nonthaburi (illoqarfik)	Нонтхабури
Bornholm	Борнхольм
Mittarfik Da Nang	Дананг (аэропорт)
Klaipėda	Клайпеда
Kuummiut	Кууммиут
Pigazzano	Пигаццано
Nationalparki Sirmilik	Сирмилик (национальный парк)
Udon Thani	Удонтхани
Höfn	Хёбн
Surat Thani	Сураттхани
Hässleholm	Хеслехольм
Qeqertarsuaq	Кекертарсуак
Maniitsoq	Маниитсок
Najorpilik	Менёк
Nanortalik	Нанорталик
Sargodha	Саргодха
Khon Kaen	Кхонкэн
Mittarfik Ca Mau	Камау (аэропорт)
Ikiuutit:Ikiuutit	Википедия:Справка
Qeqertarsuatsiaat	Кекертарсуатсиаат
Meru (Kenya)	Меру (Кения)
Gjógv	Джегв
Ivittuut	Ивиттуут
Qasigiannguit	Касигианнгуит
Saaremaa	Сааремаа
Sermiligaaq	Сермилигаак
Igaliku	Игалику
Igloolik	Иглулик
Kapisillit	Каписиллит
Puerto Natales	Пуэрто-Наталес
Qassiarsuk	Кассиарсук
Siorapaluk	Сиорапалук
Budka Suflera	Budka Suflera
Faro, Yukon	Фаро
Kangerlussuaq	Кангерлуссуак
Qassimiut	Кассимиут
Niaqornaarsuk	Ниакорнаарсук
Nakhon Si Thammarat	Накхонситхаммарат
Lower Hutt	Лоуэр-Хатт
Lira (Uganda)	Лира (город)
Mbale	Мбале
Pond Inlet	Понд-Инлет
Sarfannguaq	Сарфаннгуак
Vrahovice	Враговице
Watson Lake, Yukon	Уотсон-Лейк
Gotland	Готланд
Peshawar	Пешавар
Ilisimatusarfik	Гренландский университет
Cascadia	Республика Каскадия
Qeqertarsuup tunua	Диско (залив)
Mittarfik Nuuk	Нук (аэропорт)
Utsunomiya Line	Линия Уцуномия
Muttrah	Матрах
Puerto Williams	Пуэрто-Уильямс
Druskininkai	Друскининкай
Ammasunik imalik	Открытый контент
Salalah	Салала
Tunu	Туну
Sumut atassuseq:Tysklandi	Категория:Германия
Sumut atassuseq:Ruslandi	Категория:Россия
Sumut atassuseq:Canada	Категория:Канада
Sumut atassuseq:Spania	Категория:Испания
Sumut atassuseq:Kina	Категория:Китай
Sumut atassuseq:Japani	Категория:Япония
Sumut atassuseq:Australia	Категория:Австралия
Sumut atassuseq:Mexiko	Категория:Мексика
Sumut atassuseq:India	Категория:Индия
Sumut atassuseq:Saudi Arabia	Категория:Саудовская Аравия
Sumut atassuseq:Israel	Категория:Израиль
Sumut atassuseq:Tyrkia	Категория:Турция
Sumut atassuseq:Egypt	Категория:Египет
Sumut atassuseq:Iran	Категория:Иран
Sumut atassuseq:New Zealand	Категория:Новая Зеландия
Sumut atassuseq:Argentina	Категория:Аргентина
Sumut atassuseq:Afghanistan	Категория:Афганистан
Sumut atassuseq:Bangladesh	Категория:Бангладеш
Sumut atassuseq:Indonesia	Категория:Индонезия
Sumut atassuseq:Iraq	Категория:Ирак
Sumut atassuseq:Pakistan	Категория:Пакистан
Sumut atassuseq:Poleni	Категория:Польша
Sumut atassuseq:Korea Kujalleq	Категория:Южная Корея
Sumut atassuseq:Tanzania	Категория:Танзания
Sumut atassuseq:Thailandi	Категория:Таиланд
Sumut atassuseq:Ukraine	Категория:Украина
Sumut atassuseq:Vietnam	Категория:Вьетнам
Sumut atassuseq:Nersut	Категория:Млекопитающие
Sumut atassuseq:Uumaatsulerineq	Категория:Физика
Sumut atassuseq:Pinngortitamik ilisimatusarneq	Категория:Естественные науки
Sumut atassuseq:Uumassuseqartulerineq	Категория:Биология
Sumut atassuseq:Oqaluttuarisaaneq	Категория:История
Sumut atassuseq:Nunavissuaq	Категория:География
Sumut atassuseq:Upperisarsiorneq	Категория:Религия
Sumut atassuseq:Timersorneq	Категория:Спорт
Sumut atassuseq:Ilisimatusaatit	Категория:Наука
Sumut atassuseq:EU	Категория:Европейский союз
Sumut atassuseq:Attaveqaqatigiinneq	Категория:Связь
Antarktis	Антарктика
Hyderabad (Pakistan)	Хайдарабад (город, Пакистан)
Panevėžys	Паневежис
Riffa	Эр-Рифа
Sumut atassuseq:Filosofi	Категория:Философия
Arsuk	Арсук
Mittarfik Rach Gia	Ратьзя (аэропорт)
Itilleq	Итиллек
Innaarsuit	Иннаарсуит
Palanga	Паланга
Albert Küchler	Кюхлер, Альберт
Tasiusaq (Upernavik)	Тасиусак (Каасуитсуп)
Qeqertaq (Nunaqarfik)	Кекертак
Ukkusissat	Уккусиссат
Kangersuatsiaq	Кангерсуатсиак
Tasiilaq	Тасиилак
Kaniorlak	Европейская лисичка
Attu	Атту (Гренландия)
Tasiusaq	Тасиусак
Russeifa	Ар-Русайфа
Kristian Zahrtmann	Цартман, Кристиан
Antonio de Bellis	Беллис, Антонио де
Benedicta Boccoli	Бенедикта Бокколи
Emanuel Larsen	Ларсен, Эмануэль
Sumut atassuseq:Naatsut	Категория:Незавершённые статьи
Sumut atassuseq:Kulturi	Категория:Культура
Sumut atassuseq:Humaniora	Категория:Гуманитарные науки
Sumut atassuseq:Nunarsualerineq	Категория:Геология
Carl Dahl	Даль, Карл
Christian August Lorentzen	Лоренцен, Кристиан Август
Ammassalik	Аммассалик (остров)
Anna Rita Del Piano	Дель Пиано, Анна Рита
Sumut atassuseq:Wikipedia bots	Категория:Участники:Боты
Wikipedia:Administratorit	Википедия:Администраторы
Wikipedia:Bot	Википедия:Бот
Sumut atassuseq:Politik	Категория:Политика
Sumut atassuseq:Eqqumiitsuliorneq	Категория:Искусство
Kaunas	Каунас
Egypt	Египет
Ilisserut:Bot	Шаблон:Bot
Wikipedia:Wikipedia tassaanngilaq	Википедия:Чем не является Википедия
Canada	Канада
Sumut atassuseq:Ungarni	Категория:Венгрия
Sumut atassuseq:Belgia	Категория:Бельгия
Sumut atassuseq:Cyperni	Категория:Республика Кипр
Sumut atassuseq:Tjekkia	Категория:Чехия
Sumut atassuseq:Danmarki	Категория:Дания
Sumut atassuseq:Estlandi	Категория:Эстония
Sumut atassuseq:Finlandi	Категория:Финляндия
Sumut atassuseq:Grækenlandi	Категория:Греция
Sumut atassuseq:Letlandi	Категория:Латвия
Sumut atassuseq:Islandi	Категория:Исландия
Sumut atassuseq:Luxembourg	Категория:Люксембург
Sumut atassuseq:Litaueni	Категория:Литва
Sumut atassuseq:Sverige	Категория:Швеция
Wikipedia:Piginnittussaatitaaneq	Википедия:Авторские права
Sumut atassuseq:Anbefalet	Категория:Википедия:Избранные статьи
Sumut atassuseq:Europa	Категория:Европа
Ilisserut:Documentation	Шаблон:Doc
Wikipedia:Saqqaa	Википедия:Портал сообщества
Sumut atassuseq:User	Категория:Википедия:Участники по языкам
Wikipedia:Maleruaqqusat ileqqussallu	Википедия:Правила и указания
Wikipedia:Kalluunnaveersaartoq	Википедия:Нейтральная точка зрения
Wikipedia:Oqalliffinni ilanngutanni atsiortarit	Википедия:Подписывайтесь на страницах обсуждения
Sung Jae-ki	Сон Джэги
Ilisserut:Softredirect	Шаблон:Soft redirect
Ilisserut:Peerli	Шаблон:К быстрому удалению
Sumut atassuseq:Oqaatsit	Категория:Языки
Sumut atassuseq:Wikipedia	Категория:Википедия
Ilisserut:Navbox	Шаблон:Navbox
Ilisserut:Tnavbar	Шаблон:Tnavbar
Ilisserut:Nowrap	Шаблон:Nobr
Sumut atassuseq:Afrika	Категория:Африка
Sumut atassuseq:Juuli	Категория:Июль
Sumut atassuseq:Juuni	Категория:Июнь
Sumut atassuseq:Leksikoni	Категория:Книги
Sumut atassuseq:Qaammatit	Категория:Месяцы
Ilisserut:Babel	Шаблон:Babel
Ilisserut:Commons	Шаблон:Commons
Ilisserut:Stub	Шаблон:Заготовка
Ilisserut:User az	Шаблон:User az
Ilisserut:User da	Шаблон:User da
Ilisserut:User da-1	Шаблон:User da-1
Ilisserut:User de	Шаблон:User de
Ilisserut:User de-1	Шаблон:User de-1
Ilisserut:User el	Шаблон:User el
Ilisserut:User es	Шаблон:User es
Ilisserut:User de-3	Шаблон:User de-3
Ilisserut:User en-3	Шаблон:User en-3
Ilisserut:User el-1	Шаблон:User el-1
Ilisserut:User en-1	Шаблон:User en-1
Ilisserut:User en-2	Шаблон:User en-2
Ilisserut:User en-4	Шаблон:User en-4
Ilisserut:User fi	Шаблон:User fi
Ilisserut:User en-0	Шаблон:User en-0
Ilisserut:User en	Шаблон:User en
Ilisserut:User de-2	Шаблон:User de-2
Ilisserut:User es-1	Шаблон:User es-1
Ilisserut:User sk	Шаблон:User sk
Ilisserut:User fr-2	Шаблон:User fr-2
Ilisserut:User fr	Шаблон:User fr
Sumut atassuseq:Februaari	Категория:Февраль
Sumut atassuseq:Asia	Категория:Азия
Sumut atassuseq:Chile	Категория:Чили
Sumut atassuseq:User uk	Категория:User uk
Sumut atassuseq:Amerika Kujalleq	Категория:Южная Америка
Sumut atassuseq:User uk-N	Категория:User uk-N
Ilisserut:Mod	Шаблон:Mod
Ilisserut:NowCommons	Шаблон:Перенесено на Викисклад
Ilisserut:User sv	Шаблон:User sv
Ilisserut:User it	Шаблон:User it
Ilisserut:User uk	Шаблон:User uk
Ilisserut:Cc-by-sa-3.0	Шаблон:CC-BY-SA-3.0
Ilisserut:Image label	Шаблон:Метка изображения
Ilisserut:Infoboks musiker	Шаблон:Музыкант
Ilisserut:Infobox Country	Шаблон:Государство
Ilisserut:Anbefalet	Шаблон:Избранная статья
Sumut atassuseq:User en-4	Категория:User en-4
Sumut atassuseq:User en	Категория:User en
Sumut atassuseq:User zh	Категория:User zh
Sumut atassuseq:User en-2	Категория:User en-2
Ilisserut:Navbox/core	Шаблон:Navbox/core
Ilisserut:Template other	Шаблон:Template other
Sumut atassuseq:Nerisassat imigassallu	Категория:Еда и напитки
Ilisserut:,	Шаблон:·
Sumut atassuseq:Nunaateqarneq	Категория:Сельское хозяйство
Ilisserut:User ru	Шаблон:User ru
Sumut atassuseq:Palæstina	Категория:Палестина
Ilisserut:USAp præsidentii	Шаблон:Президенты США
Ilisserut:Ulloq ukiuilu	Шаблон:Родился
Ilisserut:MONTHNAME	Шаблон:MONTHNAME
Sumut atassuseq:Jannuaari	Категория:Январь
Ilisserut:Image label end	Шаблон:Image label end
Ilisserut:Savalimmiut	Шаблон:FRO
Ilisserut:Canada	Шаблон:CAN
Ilisserut:Danmarki	Шаблон:DNK
Sumut atassuseq:Vietnami mittarfik	Категория:Аэропорты Вьетнама
Ilisserut:Image label small	Шаблон:Image label small
Ilisserut:Colombia	Шаблон:COL
Ilisserut:Kalaallit Nunaat	Шаблон:GRL
Ilisserut:Sapakunnullui	Шаблон:Неделя
Ilisserut:Australia	Шаблон:AUS
Sumut atassuseq:Ilusilersugaaneq	Категория:Архитектура
Ilisserut:Nunavissussat	Шаблон:Континенты
Ilisserut:Pov	Шаблон:Проверить нейтральность
Sumut atassuseq:Stub	Категория:Шаблоны:Незавершённые статьи
Sumut atassuseq:Kalaallit Nunaat	Категория:Гренландия
Sumut atassuseq:User simple	Категория:User simple
Sumut atassuseq:User az	Категория:User az
Sumut atassuseq:User sk	Категория:User sk
Sumut atassuseq:User fr	Категория:User fr
Sumut atassuseq:User sv	Категория:User sv
Sumut atassuseq:User simple-4	Категория:User simple-4
Sumut atassuseq:User fr-2	Категория:User fr-2
Sumut atassuseq:User cs-N	Категория:User cs-N
Sumut atassuseq:User fr-N	Категория:User fr-N
Sumut atassuseq:User is-N	Категория:User is-N
Sumut atassuseq:User it-N	Категория:User it-N
Sumut atassuseq:User az-N	Категория:User az-N
Sumut atassuseq:User cs	Категория:User cs
Sumut atassuseq:User da	Категория:User da
Sumut atassuseq:User sk-N	Категория:User sk-N
Sumut atassuseq:User da-3	Категория:User da-3
Sumut atassuseq:User da-4	Категория:User da-4
Sumut atassuseq:User de	Категория:User de
Sumut atassuseq:User de-2	Категория:User de-2
Sumut atassuseq:User de-3	Категория:User de-3
Sumut atassuseq:User de-4	Категория:User de-4
Shiraz	Шираз
Sumut atassuseq:User el	Категория:User el
Sumut atassuseq:User el-1	Категория:User el-1
Sumut atassuseq:User en-3	Категория:User en-3
Sumut atassuseq:User en-5	Категория:User en-5
Sumut atassuseq:User en-N	Категория:User en-N
Sumut atassuseq:User es	Категория:User es
Sumut atassuseq:User es-1	Категория:User es-1
Sumut atassuseq:User es-N	Категория:User es-N
Sumut atassuseq:User is	Категория:User is
Sumut atassuseq:User it	Категория:User it
Sumut atassuseq:User kl	Категория:User kl
Ilisserut:Norge	Шаблон:NOR
Ilisserut:Brazil	Шаблон:BRA
Sumut atassuseq:Novemberi	Категория:Ноябрь
Sumut atassuseq:User ru-1	Категория:User ru-1
Sumut atassuseq:Martsi	Категория:Март
Sumut atassuseq:Septemberi	Категория:Сентябрь
Sumut atassuseq:Oktoberi	Категория:Октябрь
Sumut atassuseq:Decemberi	Категория:Декабрь
Sumut atassuseq:Aggusti	Категория:Август
Sumut atassuseq:Maaji	Категория:Май
Sumut atassuseq:Apriili	Категория:Апрель
