Afrika	Африка
Pous Siricius	Сириций (папа римский)
Goelag	ГУЛаг
Reading	Рединг (Англия)
Permiese tale	Пермские языки
Permutasie	Перестановка
Chemnitzer FC	Кемницер (футбольный клуб)
California Institute of Technology	Калифорнийский технологический институт
Grondwater	Подземные воды
ADSL	ADSL
Patrice Lumumba	Лумумба, Патрис
Kathaar	Катары
Kreef (sterreteken)	Рак (знак зодиака)
Fregat	Фрегат
Multinasionale korporasie	Транснациональная компания
Pous Gregorius X	Григорий X
Geochemie	Геохимия
Aspergersindroom	Синдром Аспергера
Académie française	Французская академия
Mangifera	Манго (растение)
Tsjerkasi-oblast	Черкасская область
Leica	Leica Camera
Stara Rawa	Стара-Рава
Raducz	Радуч
Hendrik IV van Engeland	Генрих IV (король Англии)
Selim II	Селим II
Audi A3	Audi A3
Koninkryk van Groot-Brittanje	Королевство Великобритания
Choefoe	Хеопс
Lecythidaceae	Лецитисовые
Skoppensboer (dood)	Образ смерти
1-2 Kronieke	Паралипоменон
Erik van Pommere	Эрик Померанский
Kromme	Кривая
Pous Pius IV	Пий IV
1 Makkabeërs	Первая книга Маккавейская
Mechelen	Мехелен
Pentateug	Пятикнижие
Vlag van Ethiopië	Флаг Эфиопии
Pous Felix IV	Феликс IV (III)
Pous Miltiades	Мильтиад (папа римский)
Pous Benedictus VIII	Бенедикт VIII
Waterdraer (sterreteken)	Водолей (знак зодиака)
Samoa-eilande	Самоа (архипелаг)
Pous Gelasius I	Геласий I (папа римский)
Kransaalwyn	Алоэ древовидное
1. FC Eschborn	Эшборн (футбольный клуб)
1. FC Heidenheim 1846	Хайденхайм (футбольный клуб)
Jefferson Davis	Дэвис, Джефферсон
Kuopio	Куопио
1. FC Lokomotive Leipzig	Локомотив (футбольный клуб, Лейпциг)
Internasionale Styl	Интернациональный стиль
Lady Jane Grey	Джейн Грей
Taalkundige geslag	Род (лингвистика)
Sirte	Сирт
Allahabad	Аллахабад
Gini-koëffisiënt	Коэффициент Джини
Mehmet VI	Мехмед VI
Oskemen	Усть-Каменогорск
Onkologie	Онкология
Ultraklank	Ультразвук
Pous Zosimus	Зосима (папа римский)
Pelagius	Пелагий
Jean-Bédel Bokassa	Бокасса, Жан-Бедель
Jeruzal	Ерузаль
Vlag van Irak	Флаг Ирака
Vlag van Tunisië	Флаг Туниса
Heilige Graal	Святой Грааль
Catharina van Aragon	Екатерина Арагонская
Rooibloekom	Эвкалипт камальдульский
Atlas	Географический атлас
Mausoleum	Мавзолей
Dezhou	Дэчжоу
Euklidiese meetkunde	Евклидова геометрия
Meiose	Мейоз
Pous Eutichianus	Евтихий (папа римский)
Vlag van Kambodja	Флаг Камбоджи
Vlag van Kuba	Флаг Кубы
David Kalakaua	Калакауа
Saint-Malo	Сен-Мало
Diffusie	Диффузия
Balfour	Бальфур
Cherson-oblast	Херсонская область
FUDforum	FUDforum
Vlag van die Republiek van die Kongo	Флаг Республики Конго
Pipet	Пипетка
Pous Sixtus IV	Сикст IV
ENB-stadion	Соккер Сити
Grys rifhaai	Темнопёрая серая акула
Derry	Дерри
DDT	ДДТ (инсектицид)
Erelegioen	Орден Почётного легиона
Sater	Сатиры
Ringgit	Малайзийский ринггит
Nie-winsgewende organisasie	Некоммерческая организация
Mount Vinson	Массив Винсон
Pous Benedictus II	Бенедикт II
Sintetiese klavier	Синтезатор
Kópavogur	Коупавогюр
Lys van gebiede in Berlyn	Список административных округов и районов Берлина
Paaseier	Пасхальное яйцо
Bartolomeusnag	Варфоломеевская ночь
Adonis	Адонис
Droese	Друзы
Bul (sterreteken)	Телец (знак зодиака)
Plein van die Hemelse Vrede	Площадь Тяньаньмэнь
Lwif-oblast	Львовская область
Kawasaki	Кавасаки (город)
Steenbok (sterreteken)	Козерог (знак зодиака)
Speltoetser	Система проверки правописания
Lukas Papadimos	Пападимос, Лукас
Swaardvis	Меч-рыба
Tagtigjarige Oorlog	Нидерландская революция
Arcangelo Corelli	Корелли, Арканджело
Omnivoor	Всеядность
Onderwerp (Grammatika)	Подлежащее
Vlag van die Demokratiese Republiek van die Kongo	Флаг Демократической Республики Конго
Kerrie	Карри (блюдо)
Commiphora	Мирра (растение)
Plagiaat	Плагиат
Makoto Hasebe	Хасэбэ, Макото
Heiligendamm	Хайлигендамм
The Wall Street Journal	The Wall Street Journal
Gagausië	Гагаузия
Slag van Gallipoli	Дарданелльская операция
Astrolabium	Астролябия
Nike	Ника (мифология)
Elektrisiën	Электромонтёр по ремонту и обслуживанию электрооборудования
Parallaks	Параллакс
Skildkliervergroting	Зоб (заболевание)
Lughawe Lien Khuong	Далат Льенкхыонг (аэропорт)
Kim Young-sam	Ким Ён Сам
Maywood, Illinois	Мэйвуд (Иллинойс)
Oos-Friesland	Восточная Фризия
Lens, Pas-de-Calais	Ланс (Франция)
Drie koninkryke van Korea	Три корейских государства
Hiperbool	Гипербола (математика)
Pampoen	Тыква (плод)
Torpedo	Торпеда
Mainau	Майнау
Helen Suzman	Сазман, Хелен
Haithabu	Хедебю
Francistown	Франсистаун
Vergasser	Карбюратор
Beet	Свёкла (корнеплод)
Tikrit	Тикрит
Pen	Ручка (канцелярия)
Eudicots	Эвдикоты
Kommutatiewe bewerking	Коммутативная операция
Groot Sunda-eilande	Большие Зондские острова
Noet	Нут (мифология)
Vlag van Guinee	Флаг Гвинеи
Carlo Goldoni	Гольдони, Карло
Vlag van Venezuela	Флаг Венесуэлы
Vlag van Ecuador	Флаг Эквадора
Vlag van Koeweit	Флаг Кувейта
Robert E. Lee	Ли, Роберт Эдвард
Pous Bonifatius IX	Бонифаций IX
Pous Johannes XXII	Иоанн XXII
Anabaptisme	Анабаптисты
Cassini-Huygens	Кассини-Гюйгенс
Kasstelsel	Кэш
Traagheidsmoment	Момент инерции
Organiese landbou	Органическое сельское хозяйство
Mikrobeheerder	Микроконтроллер
Hoogspring	Прыжок в высоту
Live (musiekgroep)	Live (группа)
Lobatse	Лобаце
Penelope (mitologie)	Пенелопа
Vlag van die Sentraal-Afrikaanse Republiek	Флаг Центральноафриканской Республики
Brits-Antarktiese Gebied	Британская антарктическая территория
Geosentries	Геоцентрическая система мира
Vlag van Tsjad	Флаг Чада
Vlag van Namibië	Флаг Намибии
Seegolf	Ветровые волны
Britse Lugmag	Королевские военно-воздушные силы Великобритании
Vlag van Broenei	Флаг Брунея
Vlag van Kenia	Флаг Кении
Bruinwindswael	Бледный стриж
Hesperide	Геспериды
Spioenasie	Шпионаж
Jwaneng	Джваненг
Noordwes	Северо-Западная провинция (ЮАР)
Fort Lauderdale	Форт-Лодердейл
Bajezid II	Баязид II
Bobonong	Бобононг
Xenofobie	Ксенофобия
Lelystad	Лелистад
Komsomol	Комсомол
XHTML	XHTML
FIFA Sokker-Wêreldbekertoernooi in 1974	Чемпионат мира по футболу 1974
Antille	Антильские острова
Toepassingsagteware	Прикладное программное обеспечение
RGB-kleurmodel	RGB
Infeksie	Инфекция
Adolfo Suárez Madrid–Barajas Lughawe	Барахас
Billings, Montana	Биллингс (Монтана)
Mu isamaa, mu õnn ja rõõm	Гимн Эстонии
Cachoeira do Sul	Кашуэйра-ду-Сул
Europese Vryhandelsvereniging	Европейская ассоциация свободной торговли
FIFA Sokker-Konfederasiebeker in 1997	Кубок конфедераций 1997
Philipp Otto Runge	Рунге, Филипп Отто
Ramsay MacDonald	Макдональд, Джеймс Рамсей
Winnitsja-oblast	Винницкая область
Herbert Henry Asquith	Асквит, Герберт Генри
Belgiese nasionale sokkerspan	Сборная Бельгии по футболу
Europese baars	Речной окунь
Van der Waals radius	Радиус Ван-дер-Ваальса
Hertog	Герцог
Mikel John Obi	Микел, Джон Оби
Basse-Terre	Бас-Тер
Onderneming	Корпорация
Pous Gregorius IV	Григорий IV (папа римский)
Pous Sixtus III	Сикст III
Molotofbom	Коктейль Молотова
Stereotipe	Стереотип
Jeuksiekte	Чесотка
National Geographic Society	Национальное географическое общество
Kindermishandeling	Насилие над детьми
39ste Oscar-toekenningsaand	Оскар (кинопремия, 1967)
Reinheitsgebot	Райнхайтсгебот
Sider	Сидр
Kweekhuisgas	Парниковые газы
Botaniese tuin	Ботанический сад
Kroate	Хорваты
Jon Voight	Войт, Джон
Eredivisie	Высший дивизион Нидерландов по футболу
Pous Eugenius IV	Евгений IV
Paleis van Kultuur en Wetenskap	Дворец культуры и науки
Michail Kalasjnikof	Калашников, Михаил Тимофеевич
Lemba	Лемба (народ)
Pous Eugenius III	Евгений III
Perestroika	Перестройка
Koolstofkringloop	Геохимический цикл углерода
Gore Vidal	Видал, Гор
Hydro-Québec	Hydro-Québec
Wolhinië-oblast	Волынская область
Tsjernihif-oblast	Черниговская область
Mayonnaise	Майонез
Biodiesel	Биодизель
Pous Innocentius IX	Иннокентий IX
Alizée	Жакоте, Ализе
Anglesey	Англси
Hongersnood	Массовый голод
Ptolemeus I Soter	Птолемей I Сотер
Belobog	Белобог
CAF	Африканская конфедерация футбола
Baardwalvis	Усатые киты
Hapax	Гапакс
Geb	Геб
Nedersaksies	Нижнесаксонские диалекты
Mese	Синицевые
Santiago Calatrava	Калатрава, Сантьяго
Europese tortelduif	Обыкновенная горлица
Sopron	Шопрон
Hargeisa	Харгейса
Eksponensiële funksie	Экспонента
Plinius die jongere	Плиний Младший
Pous Valentinus	Валентин (папа римский)
Pous Vigilius	Вигилий (папа римский)
Pous Johannes II	Иоанн II (папа римский)
Pous Simplicius	Симплиций (папа римский)
Sekretarisvoël	Птица-секретарь
Mehmet I	Мехмед I
Ibrahim	Ибрагим I
Tobolsk	Тобольск
Cabinda (provinsie)	Кабинда
Gangreen	Гангрена
Kazachstanse Sosialistiese Sowjetrepubliek	Казахская Советская Социалистическая Республика
Sterreswerm	Звёздное скопление
Brittany Murphy	Мёрфи, Бриттани
Tsjerniftsi-oblast	Черновицкая область
Maceió	Масейо
Vlag van Sierra Leone	Флаг Сьерра-Леоне
Vlag van die Comore-eilande	Флаг Комор
Vlag van Panama	Флаг Панамы
Handskoen	Перчатки
Nephthys	Нефтида
Nara, Nara	Нара (город)
Cabo da Roca	Рока (мыс)
Vlag van Belize	Флаг Белиза
Protagoras	Протагор
Pous Innocentius VI	Иннокентий VI
Pous Benedictus XI	Бенедикт XI
Pous Urbanus IV	Урбан IV
Waterstofbinding	Водородная связь
Mengsel	Смесь (химия)
ENIAC	ЭНИАК
Unified Modeling Language	UML
Edifício Altino Arantes	Здание Алтину Арантиса
Oksimoron	Оксюморон
Sebrahaai	Зебровая акула
11de eeu v.C.	XI век до н. э.
Poltawa-oblast	Полтавская область
Sweedse Wikipedia	Шведская Википедия
Ajax	Аякс
Karveel	Каравелла
Pous Gregorius XI	Григорий XI
Pous Martinus V	Мартин V
Byebrood	Перга
Koerse kolonies	Курляндская колонизация
Siemens	Сименс (единица измерения)
Scuderia Ferrari	Феррари (автогоночная команда)
Vlag van Mali	Флаг Мали
Jacques Lacan	Лакан, Жак
Vlag van São Tomé en Príncipe	Флаг Сан-Томе и Принсипи
Pous Julius III	Юлий III
Pous Alexander IV	Александр IV (папа римский)
EP	Мини-альбом
Lake Tahoe	Тахо (озеро)
Athelstan van Engeland	Этельстан
Medici	Медичи
Universiteit van Londen	Лондонский университет
Kiëf-oblast	Киевская область
Chromatografie	Хроматография
Vlag van Jordanië	Флаг Иордании
Patogeen	Патоген
Republiek van die Sewe Verenigde Nederlande	Республика Соединённых провинций
Herero	Гереро
Gendarmenmarkt	Жандарменмаркт
Stuttgarter Kickers	Штутгартер Кикерс
FC Rooiwit Erfurt	Рот-Вайсс (футбольный клуб, Эрфурт)
Staatsbibliothek zu Berlin	Берлинская государственная библиотека
Evangeliese Kerk in Duitsland	Евангелическая церковь Германии
Slag van Szentgotthárd (1664)	Битва при Сентготтхарде
Paralimpiese Somerspele 1972	Летние Паралимпийские игры 1972
Srinagar	Сринагар
FC Ingolstadt 04	Ингольштадт 04
Berlynse kasteel	Городской дворец (Берлин)
Sint Hedwigskatedraal	Собор Святой Ядвиги
Rooiwit Ahlen	Рот-Вайсс (футбольный клуб, Ален)
Märklin	Märklin
Can	Can (группа)
SV Waldhof Mannheim	Вальдхоф (футбольный клуб)
Nowaja Gazeta	Новая газета
Sjoe	Шу (божество)
Sigoot	Зигота
Konfederasie	Конфедерация
Wuppertaler SV	Вупперталь (футбольный клуб)
Boris Godoenof	Борис Годунов
Ghwano	Гуано
Waterkrag	Гидроэнергия
Apokriewe boeke	Апокриф
Absint	Абсент
Transkarpatië-oblast	Закарпатская область
Tsjegge	Чехи
Onomatopee	Ономатопея
Tarzan	Тарзан
Jinan	Цзинань
Veldspaat	Полевые шпаты
Hamer en sekel	Серп и молот
Vlag van Costa Rica	Флаг Коста-Рики
Pous Bonifatius III	Бонифаций III
Pous Bonifatius V	Бонифаций V
Pous Pelagius I	Пелагий I
Nelspruit	Мбомбела
Tweede Sjinees-Japannese Oorlog	Японо-китайская война (1937—1945)
Olimpiese vlam	Олимпийский огонь
Vleiland	Водно-болотные угодья
Qingdao	Циндао
Sony PsP	PlayStation Portable
Suid-Afrikaanse nasionale sokkerspan	Сборная ЮАР по футболу
Eskatologie	Эсхатология
Internasionale Lughawe van Can Tho	Кантхо (аэропорт)
Ahvaz	Ахваз
Matilde Camus	Камю, Матилде
Christopher Wren	Рен, Кристофер
Blackpool	Блэкпул
Gentoo Linux	Gentoo Linux
Rewolwer	Револьвер
Pous Lucius II	Луций II
Pous Innocentius II	Иннокентий II
Pous Benedictus XII	Бенедикт XII
Pous Clemens VIII	Климент VIII
Spoetnik-ruimteprogram	Спутник (космическая программа)
Philips	Philips
Predasie	Хищничество
DOS (bedryfstelsel)	DOS
Soemi-oblast	Сумская область
Logiese hek	Логический вентиль
Secure Shell	SSH
Beaufortskaal	Шкала Бофорта
Vlag van Paraguay	Флаг Парагвая
Wespedief	Осоед
Verenigde Arabiese Republiek	Объединённая Арабская Республика
Eduard V van Engeland	Эдуард V
Maät	Маат
Origenes	Ориген
Bournemouth	Борнмут
Vancouver-eiland	Ванкувер (остров)
Eugenetika	Евгеника
Avarua	Аваруа
Parwati	Парвати
Topkapi-paleis	Топкапы
Gloucester	Глостер
Pous Sabinianus	Сабиниан (папа римский)
Pous Formosus	Формоз
Pous Romanus	Роман (папа римский)
Pous Honorius I	Гонорий I (папа римский)
Pous Nicolaas I	Николай I (папа римский)
Pous Johannes VIII	Иоанн VIII (папа римский)
Pous Bonifatius IV	Бонифаций IV
Nanterre	Нантер
Henry James	Джеймс, Генри
Mehmet IV	Мехмед IV
Omar Sharif	Шариф, Омар
Skynwerklikheid	Виртуальная реальность
Konsilie van Chalcedon	Халкидонский собор
Vlag van Rwanda	Флаг Руанды
Pous Deusdedit	Адеодат I
Vlag van Ekwatoriaal-Guinee	Флаг Экваториальной Гвинеи
Vlag van Eritrea	Флаг Эритреи
Keiserlike Seël van Japan	Императорская печать Японии
Pous Benedictus V	Бенедикт V
Atoem	Атум
Qom	Кум (город)
Lofsöngur	Гимн Исландии
Projek	Проект
Poligamie	Полигамия
Republiek van Texas	Республика Техас
Arctic Monkeys	Arctic Monkeys
Nieu-Spanje	Новая Испания
Nieu-Frankryk	Новая Франция
Ryanair	Ryanair
Chiba	Тиба (город)
FIFA Sokker-Wêreldbekertoernooi in 2018	Чемпионат мира по футболу 2018
Pous Callixtus II	Каликст II
Moshupa	Мошупа
Charkif-oblast	Харьковская область
Kang	Канг (Ботсвана)
Gumare	Гумаре
Dnipropetrofsk-oblast	Днепропетровская область
Santa Cruz de la Sierra	Санта-Крус-де-ла-Сьерра
Sikwane	Сикване
Boca Juniors	Бока Хуниорс
Abdülhamid I	Абдул-Хамид I
Palapye	Палапье
Ramotswa	Рамоцва
Kasane	Касане
Europese byvreter	Золотистая щурка
Mahalapye	Махалапье
Molepolole	Молепололе
Tshabong	Чабонг
Kanye	Канье
Oplosbaarheid	Растворимость
Maun	Маун (город)
Cuiabá	Куяба
Moskowië	Великое княжество Московское
Wiskundige	Математик
Vlag van Liberië	Флаг Либерии
Vlag van Tanzanië	Флаг Танзании
Vlag van Zambië	Флаг Замбии
Masunga	Масунга
Kosmogonie	Космогония
Pous Nicolaas III	Николай III (папа римский)
Pous Clemens VI	Климент VI
Pous Innocentius V	Иннокентий V
Eteriese olie	Эфирные масла
Moldawiese Sosialistiese Sowjetrepubliek	Молдавская Советская Социалистическая Республика
Néstor Kirchner	Киршнер, Нестор
Rente	Процентный доход
Skynprivaatnetwerk	VPN
Artritis	Артрит
Pous Clemens III	Климент III (папа римский)
Sagtebal	Софтбол
Stoomlokomotief	Паровоз
Toy Story	История игрушек
Biogas	Биогаз
Vlag van Uruguay	Флаг Уругвая
Pous Alexander II	Александр II (папа римский)
Vlag van Engeland	Флаг Англии
Vlag van Guyana	Флаг Гайаны
Kuklade	Киклады
Pous Celestinus II	Целестин II
Werda, Botswana	Верда (Ботсвана)
Interregeringspaneel oor klimaatverandering	Межправительственная группа экспертов по изменению климата
Filogenie	Филогенетика
Iwan III van Rusland	Иван III Васильевич
Dornbirn	Дорнбирн
Nyíregyháza	Ньиредьхаза
Eugene, Oregon	Юджин (Орегон)
Pous Celestinus IV	Целестин IV
Diodorus Siculus	Диодор Сицилийский
Administratiefreg	Административное право
Cutty Sark	Катти Сарк
Homo	Люди (род)
Ötzi	Эци
Isurus	Акулы-мако
Oblast	Область (административная единица)
Chmelnitski-oblast	Хмельницкая область
Saporisja-oblast	Запорожская область
Slowake	Словаки
Lepelaar	Обыкновенная колпица
Wallachye	Валахия
Valensie	Валентность
Henry Morton Stanley	Стэнли, Генри Мортон
Enklawe	Анклав
Mehmet III	Мехмед III
Uranus se ringe	Кольца Урана
Joséphine de Beauharnais	Жозефина Богарне
Gelykrigter	Выпрямитель
Pous Urbanus III	Урбан III
Geldermalsen	Гелдермалсен (община)
Pous Konon	Конон (папа римский)
Campinas	Кампинас
Pous Gregorius XIV	Григорий XIV
Pous Urbanus VI	Урбан VI
Maracaibo	Маракайбо (город)
Syngman Rhee	Ли Сын Ман
Children of Bodom	Children of Bodom
Matthew Perry	Перри, Мэттью (актёр)
Sokker-Konfederasiebeker	Кубок конфедераций
Graafskappe van Engeland	Графства Англии
12de eeu v.C.	XII век до н. э.
Alfred Dreyfus	Дрейфус, Альфред
Rio Japurá	Жапура
Rio Araguaia	Арагуая
Odessa-oblast	Одесская область
Uitveër	Стирательная резинка
Nanchang	Наньчан
Konsessiesaak	Франчайзинг
Tarentale	Цесарковые
Wegkruipertjie	Прятки
Yochanan Vollach	Воллах, Йоханан
Loehansk-oblast	Луганская область
Georges Cuvier	Кювье, Жорж Леопольд
Л	Л
Osman II	Осман II
Süleyman II	Сулейман II
Mount Kenya	Кения (гора)
Oka (rivier)	Ока
Blesgans	Белолобый гусь
Pools-Litause Gemenebes	Речь Посполитая
Winchester	Уинчестер (Англия)
Olimpiese Stadion (Londen)	Олимпийский стадион (Лондон)
T-34 Sowjettenk	Т-34
Boesman	Бушмены
Pous Hilarius	Гиларий (папа римский)
Pous Silvester II	Сильвестр II
Pous Martinus I	Мартин I (папа римский)
Pous Adrianus III	Адриан III
Pous Leo V	Лев V (папа римский)
Geskiedenis van die Verenigde Nasies	История ООН
Pous Sergius III	Сергий III
Pous Theodorus II	Теодор II (папа римский)
Peterborough	Питерборо (Англия)
Pous Benedictus III	Бенедикт III
Fjodor die Swarte	Фёдор Ростиславич Чёрный
Astor Piazzolla	Пьяццолла, Астор
Vlag van Jamaika	Флаг Ямайки
Vlag van Nicaragua	Флаг Никарагуа
Rubicon	Рубикон
Teotihuacán	Теотиуакан
Intelligente Ontwerp	Разумный замысел
Fucking	Фуккинг
Aleister Crowley	Кроули, Алистер
Karakum	Каракумы
Bernie Ecclestone	Экклстоун, Берни
Stirling Moss	Мосс, Стирлинг
Indianapolis Motor Speedway	Индианаполис Мотор Спидвей
Ian Scheckter	Шектер, Ян
Sepang internasionale renbaan	Сепанг (трасса)
Juan Pablo Montoya	Монтойя, Хуан Пабло
Teenpous	Антипапа
Britse Vloot	Королевский военно-морской флот Великобритании
Jody Scheckter	Шектер, Джоди
Turkse lira	Турецкая лира
Middelpuntsoekende krag	Центростремительная сила
Katakombe	Катакомбы
Sinkretisme	Религиозный синкретизм
Ilja Repin	Репин, Илья Ефимович
Lockheed P-38 Lightning	Lockheed P-38 Lightning
Pous Johannes XXI	Иоанн XXI
Pous Clemens IV	Климент IV
2009 Europese Grand Prix	Гран-при Европы 2009 года
Pous Johannes XII	Иоанн XII (папа римский)
Maagsweer	Язва желудка
Georgetown, Kaaimanseilande	Джорджтаун (Каймановы Острова)
Pous Adrianus V	Адриан V
Mandriva Linux	Mandriva Linux
Rooi Ster Belgrado	Црвена Звезда (футбольный клуб)
Limpopo (rivier)	Лимпопо
Brongitis	Бронхит
Slag van Midway	Битва за Мидуэй
Kastilië	Кастилия
Pous Honorius II	Гонорий II (папа римский)
Pous Sergius I	Сергий I
Real	Бразильский реал
Ratel	Медоед
Delos	Делос
Boolse algebra	Булева алгебра
Vlag van die Seychelle-eilande	Флаг Сейшельских Островов
Doornik	Турне (город)
Natuurkundige konstante	Фундаментальные физические постоянные
Sekwensiële logika	Секвенциальная логика
Aartappelskyfies	Чипсы
Digitaal	Цифровой формат
Kirkoek	Киркук
Gedrukte stroombaan	Печатная плата
Simca	Simca
Bantoevolke	Банту (группа народов)
Ternopil-oblast	Тернопольская область
Radiokoolstofdatering	Радиоуглеродный анализ
Joseph Pulitzer	Пулитцер, Джозеф
Anastasius I van Bisantium	Анастасий I
Marvel Comics	Marvel Comics
Goudstandaard	Золотой стандарт
Knossos	Кносс
Vlag van Mauritius	Флаг Маврикия
Vlag van El Salvador	Флаг Сальвадора
Kaapstad-stadion	Кейптаун (стадион)
Wildehond	Гиеновидная собака
Sukhoi Su-27	Су-27
Épinal	Эпиналь
Grasse	Грас
Slukderm	Пищевод человека
Max Euwe	Эйве, Макс
San Jose	Сан-Хосе
Apocynaceae	Кутровые
Litause Sosialistiese Sowjetrepubliek	Литовская Советская Социалистическая Республика
Kwas (drank)	Квас
Radius	Радиус
Kwaternioon	Кватернион
Nicaraguameer	Никарагуа (озеро)
St. Paulus se katedraal	Собор Святого Павла
Ч	Ч
Ш	Ш
Ruud Gullit	Гуллит, Рууд
Faisalabad	Фейсалабад
Moxico-provinsie	Мошико
Pous Adrianus II	Адриан II
Pous Felix III	Феликс III (II) (папа римский)
Aleksander Nefski	Александр Ярославич Невский
Relê	Реле
Н (Cyrillies)	Н (кириллица)
Changsha	Чанша
Dieselenjin	Дизельный двигатель
Riwne-oblast	Ровненская область
Verenigde Koninkryk van Groot-Brittanje en Ierland	Соединённое королевство Великобритании и Ирландии
Stompneusdolfyn	Афалина
Wilmington, Delaware	Уилмингтон (Делавэр)
Saint Peter Port	Сент-Питер-Порт
Ф (Cyrillies)	Ф
Christopher Reeve	Рив, Кристофер
Egiptiese Dodeboek	Древнеегипетская Книга мёртвых
Djoser	Джосер
Manetho	Манефон
Vietnam Airlines	Vietnam Airlines
Elf (mitologie)	Эльфы
Paralimpiese Somerspele 1996	Летние Паралимпийские игры 1996
Molopo Plaaslike Munisipaliteit	Молопо (местный муниципалитет)
Ranchi	Ранчи
Skrotum	Мошонка
Vlag van die Kaaimanseilande	Флаг Каймановых островов
Roosvenster	Роза (архитектура)
Boeing B-52 Stratofortress	Boeing B-52 Stratofortress
Apoptose	Апоптоз
Agorafobie	Агорафобия
V-2-vuurpyl	Фау-2
Kruisplatform	Кроссплатформенное программное обеспечение
Koningswater	Царская водка
Amos	Книга пророка Амоса
29ste eeu v.C.	XXIX век до н. э.
Torpedojaer	Эскадренный миноносец
Villa Alemana	Вилья-Алемана
Obadja	Книга пророка Авдия
Murat IV	Мурад IV
United Airlines	United Airlines
Abdülmecid I	Абдул-Меджид I
Millimeter	Миллиметр
Mahmoed II	Махмуд II
Mustafa I	Мустафа I
Soundgarden	Soundgarden
Gesag	Авторитет
Tertullianus	Тертуллиан
Glikogeen	Гликоген
Ontwikkelingsielkunde	Психология развития
Anemometer	Анемометр
Jade	Жад
Moskwa	Москва (река)
Batoe Khan	Батый
Internasionale eendagwedstryd	Однодневный международный матч
Tempera	Темпера
Honderdhandige	Гекатонхейры
Moses Mabhida-stadion	Мозес Мабида (стадион)
13de eeu v.C.	XIII век до н. э.
Flémalle	Флемаль
Woestynkat	Барханный кот
Kruiwa	Тачка
Villa Park	Вилла Парк
Internasionale Paralimpiese Komitee	Международный паралимпийский комитет
Nowotsjerkassk	Новочеркасск
Finse Wikipedia	Финская Википедия
Matt Damon	Деймон, Мэтт
Egiptiese piramide	Египетские пирамиды
Vitamien D	Витамин D
Virgo-superswerm	Местное сверхскопление галактик
Nectanebo I	Нектанеб I
Amintas IV van Makedonië	Аминта IV
Fobie	Фобия
Kerriewors	Карривурст
Databasisbestuurstelsel	Система управления базами данных
TSG Neustrelitz	Нойштрелиц (футбольный клуб)
Byeboerdery	Пчеловодство
Ortaköy-moskee	Ортакёй (мечеть)
The Oval (Belfast)	Овал (стадион, Белфаст)
Gotiese argitektuur	Готическая архитектура
Resessie	Рецессия
DENSO Corporation	Denso
Stogastiese veranderlike	Случайная величина
Kreefskeerkring	Северный тропик
Lukraak	Случайность
Markovketting	Цепь Маркова
Markov-eienskap	Марковское свойство
Stogastiese proses	Случайный процесс
Pampoentjies	Эпидемический паротит
Jason (mitologie)	Ясон
Verborge Markovmodel	Скрытая марковская модель
Vyf Pilare van die Islam	Пять столпов ислама
Lys van lande volgens Menslike Ontwikkelingsindeks	Список стран по индексу человеческого развития
FIFA Sokker-Wêreldbekertoernooi in 2010	Чемпионат мира по футболу 2010
Polimerase kettingreaksiemetode	Полимеразная цепная реакция
Subatomiese deeltjie	Субатомная частица
Tweede wet van termodinamika	Второе начало термодинамики
Stalaktiet	Сталактит
Seun	Сын
Mars se natuurlike satelliete	Спутники Марса
Hülegü Khan	Хулагу
Spoor (plantkunde)	Споры
Monnikaasvoël	Бурый стервятник
Area 51	Зона 51
Steenbokskeerkring	Южный тропик
Dubbelpunt	Двоеточие
Baikonoer	Байконур
Caltojar	Кальтохар
IPTV	IPTV
ARPANET	ARPANET
Steradiaal	Стерадиан
Samelewing	Сообщество
Pogrom	Погром
Fosfaat	Фосфаты
Ou Ryk van Egipte	Древнее царство (Древний Египет)
Japannese Wikipedia	Японская Википедия
Lorenzo de' Medici	Медичи, Лоренцо
Drievoudige Entente	Антанта
Walhalla	Вальхалла
Cypriniformes	Карпообразные
Induktansie	Индуктивность
Fiscus	Фиск
Steroïed	Стероиды
Nylon	Нейлон
Atmosfeer (eenheid)	Атмосфера (единица измерения)
Marcianus van Bisantium	Маркиан
Rekenaarbus	Шина (компьютер)
PNG	PNG
Pous Bonifatius VI	Бонифаций VI
Miga	Книга пророка Михея
Il-khanaat	Государство Хулагуидов
Gevlekte hiëna	Пятнистая гиена
Spiesgooi	Метание копья
Sneeuplankry	Сноуборд (вид спорта)
Tamatiesous	Кетчуп
Vlag van Guatemala	Флаг Гватемалы
Hitte-enjin	Тепловой двигатель
Obsessief-kompulsiewe steuring	Обсессивно-компульсивное расстройство
Guppie	Гуппи
О (Cyrillies)	О (кириллица)
Morfologie	Морфология
Iwano-Frankifsk-oblast	Ивано-Франковская область
Haggai	Книга пророка Аггея
Statebondspele	Игры Содружества
Antonov An-225	Ан-225
Sous	Соус
Jūrmala	Юрмала
Balalaika	Балалайка
Esegiël	Книга пророка Иезекииля
Amfoor	Амфора
Gelling	Галлон
Eos	Эос
Biafra	Биафра
Netboek	Нетбук
Held van die Sowjetunie	Герой Советского Союза
Slag van Mohács	Битва при Мохаче (1526)
Eleonore van Akwitanië	Алиенора Аквитанская
Tradisionele Sjinese karakters	Традиционные китайские иероглифы
Neder-Kalifornië	Калифорния (полуостров)
