Afrika	Африка
Phil Jones	Джонс, Фил
Martin Petrov	Петров, Мартин
Bergirisk	Горная чечётка
Søralpane	Южные Альпы (Новая Зеландия)
Battlefield 2	Battlefield 2
Gulaugepingvin	Великолепный пингвин
Brendan Gleeson	Глисон, Брендан
Galapagospingvin	Галапагосский пингвин
Magnetisk pol	Магнитный полюс
Wayne Bridge	Бридж, Уэйн
Fjerde Internasjonalen	Четвёртый интернационал
Nelson på New Zealand	Нельсон (Новая Зеландия)
Onon	Онон
Gråsisik	Чечётка (птица)
XChat	XChat
Mathieu Kérékou	Кереку, Матьё
Symjeblære	Плавательный пузырь
Eurokommunisme	Еврокоммунизм
Kyrínia på Kypros	Кирения
Є	Є
Vjatsjeslav Malafejev	Малафеев, Вячеслав Александрович
Ghanariket	Империя Гана
Drei Schwestern	Три сестры (Лихтенштейн)
PEN-klubben	ПЕН-клуб
Kjedebrøk	Непрерывная дробь
Gimli	Гимли
Anders Zorn	Цорн, Андерс
Reduksjonisme	Редукционизм
Gaspard Monge	Монж, Гаспар
Redon	Редон (город)
Symjesnipe	Круглоносый плавунчик
Teobromin	Теобромин
Aphrodite av Kylie Minogue	Aphrodite (альбом)
Light Years	Light Years
Walt Disney World Resort	Диснейуорлд
Sparking	Удар ногой
Ajka	Айка
Nevşehir	Невшехир
Kilis	Килис
Düzce	Дюздже
Kırıkkale	Кырыккале
Hakkâri	Хаккяри (город)
Çorum	Чорум
Kırklareli	Кыркларели
Sol	Соль (значения)
Ekstremofilar	Экстремофилы
Seksuell seleksjon	Половой отбор
Sophia Bush	Буш, София
Peptidoglykan	Пептидогликан
Andy Serkis	Серкис, Энди
Es	ES (значения)
Potensrekkje	Степенной ряд
North Ayrshire	Северный Эршир
Lítla Dímun	Луйтла-Дуймун
Austaper	Узконосые обезьяны
Midlothian	Мидлотиан
Elvis Costello	Элвис Костелло
Lough Neagh	Лох-Ней
Sandhi	Сандхи
Marulkar	Удильщикообразные
Kastoriá	Кастория
Sérres	Серре (город)
Festival della Canzone Italiana di Sanremo	Фестиваль Сан-Ремо
Montegiardino	Монтеджардино
Fiorentino	Фьорентино
Olympe de Gouges	Олимпия де Гуж
Siciliasundet	Сицилийский пролив
Chiesanuova	Кьезануова
37 Fides	(37) Фидес
Bolsjoj Tsivil	Большой Цивиль
Cheltenham	Челтнем
36 Atalante	(36) Аталанта
Klokkelyngslekta	Эрика (растение)
Wolfram Alpha	WolframAlpha
Parallellaksiomet	Аксиома параллельности Евклида
Ligurar	Лигуры
Mariinskij-teateret	Мариинский театр
Ziyang	Цзыян
Keith Jarrett	Джарретт, Кит
Alan Alexander Milne	Милн, Алан Александр
Hugin og Munin	Хугин и Мунин
Lag som militær eining	Отделение
Chonburi fylke	Чонбури (провинция)
Slatina i Romania	Слатина (Румыния)
Skifer	Шифер
Villefranche-sur-Mer	Вильфранш-сюр-Мер
Castellane	Кастеллан
Republic P-47 Thunderbolt	Republic P-47 Thunderbolt
Huy	Юи
Sosiolekt	Социолект
Nattverdsoblat	Гостия
Tsiurupynsk	Цюрупинск
Gultoppkakadu	Большой желтохохлый какаду
North Lanarkshire	Северный Ланаркшир
Gulflankedelfin	Дельфин-белобочка
Urt	Зелень
Zlatan Ljubijankič	Любиянкич, Златан
Tirich Mir	Тиричмир
Þjórsá	Тьоурсау
Zlatibor	Златибор
Béthune	Бетюн
Langon	Лангон
Pessac	Пессак
Zlatko Dedič	Дедич, Златко
Restaurasjonen i Frankrike	Реставрация Бурбонов
2001 Mars Odyssey	Марс Одиссей
Kontorpakke	Офисный пакет
Bohem	Богема
Monmouthshire	Монмутшир
Bill Nighy	Найи, Билл
Pressemelding	Пресс-релиз
Skellig Michael	Скеллиг-Майкл
Gene Simmons	Джин Симмонс (музыкант)
London Borough of Brent	Брент (боро Лондона)
Sveinn Björnsson	Свейдн Бьёрнссон
London Borough of Bexley	Бексли (боро Лондона)
Saturnalia	Сатурналии
London Borough of Ealing	Илинг (боро Лондона)
Muffins	Маффин
Drogheda	Дроэда
Gudinna Bellona	Беллона (мифология)
Kýthira	Китира
Magellanpingvin	Магелланов пингвин
Fjellerke	Рогатый жаворонок
Mantes-la-Jolie	Мант-ла-Жоли
East Lothian	Восточный Лотиан
Fermattal	Числа Ферма
Clackmannanshire	Клакманнаншир (область)
Den andre polske republikken	Польская Республика (1918—1939)
Keila	Кейла
Aleksander I	Александр I (значения)
Mount Ruapehu	Руапеху
Helsingfors Tunnelbana	Хельсинкский метрополитен
Kvitryggspett	Белоспинный дятел
Kronprins	Кронпринц
Nystad	Уусикаупунки
Frédéric Bazille	Базиль, Фредерик
PL Kyodan	Кёдан абсолютной свободы
Magic: The Gathering	Magic: The Gathering
États généraux	Генеральные штаты (Франция)
41 Daphne	(41) Дафна
Godsmack	Godsmack
Falangistpartiet	Испанская фаланга
Cabernet Sauvignon	Каберне Совиньон
Den midtatlantiske ryggen	Срединно-Атлантический хребет
Likbrenning	Кремация
Dei franske revolusjonskrigane	Французские революционные войны
Paramilitær	Военизированная организация
Vulcano	Вулькано
Christian Goldbach	Гольдбах, Кристиан
Den sicilianske aftansongen	Сицилийская вечерня
Ære	Честь
Pete Best	Бест, Пит
Beatles for Sale	Beatles for Sale
Strykekvartett	Струнный квартет
Katodestråle	Катодные лучи
Trinitytesten	Тринити (испытание)
Kevlar	Кевлар
Semigruppe	Полугруппа
Homofoni	Гомофония
LIBOR	Лондонская межбанковская ставка предложения
Acadia	Акадия
John Dowland	Дауленд, Джон
Flora	Флора (значения)
Georges Bataille	Батай, Жорж
Svenska Akademien	Шведская академия
Den blodige sundagen	Кровавое воскресенье
Samhain	Самайн
Adour	Адур
Snoopy	Снупи
Lichfield	Личфилд
Nordaustlandet	Северо-Восточная Земля
Jernporten	Железные ворота
Storband	Биг-бэнд
Isambard Kingdom Brunel	Брюнель, Изамбард Кингдом
Sør-Orknøyane	Южные Оркнейские острова
Kensington Palace	Кенсингтонский дворец
Muntenia	Мунтения
Amilcare Ponchielli	Понкьелли, Амилькаре
Apollo-asteroide	Аполлоны (астероиды)
Konseptalbum	Концептуальный альбом
Didier Zokora	Зокора, Дидье
Marko Pantelić	Пантелич, Марко
McDonnell Douglas MD-80	McDonnell Douglas MD-80
Ledley King	Кинг, Ледли
Róbert Vittek	Виттек, Роберт
Zsa Zsa Gábor	Габор, Жа Жа
Mosonmagyaróvár	Мошонмадьяровар
Elano	Элано
Vác	Вац (Венгрия)
Così fan tutte	Так поступают все
Tacna-regionen	Такна (регион)
Bartolomé de Las Casas	Лас Касас, Бартоломе де
Tungurahua	Тунгурауа
Ucayali-regionen	Укаяли (регион)
Alejandro Toledo	Толедо, Алехандро
Tuxtla Gutiérrez	Тустла-Гутьеррес
Louis van Gaal	Ван Гал, Луи
Chandrika Kumaratunga	Кумаратунга, Чандрика
Supernovarest	Остаток сверхновой
Led Zeppelin III	Led Zeppelin III
Hashtabell	Хеш-таблица
Sølvnitrat	Нитрат серебра(I)
Härjedalen	Херьедален
De Stijl	Стиль (группа)
Jean Siméon Chardin	Шарден, Жан Батист Симеон
Monreale	Монреале
Arbeidsdeling	Разделение труда
Linjeskip	Линейный корабль (парусный)
Kjerneregelen	Дифференцирование сложной функции
Lysboge	Электрическая дуга
Bill Shankly	Шенкли, Билл
Grigorij Zinovjev	Зиновьев, Григорий Евсеевич
Spansk geografi	География Испании
Oguchi Onyewu	Оньеву, Огучи
Tríkala	Трикала
Kotorbukta	Которский залив
Mobbing	Моббинг
Bijelo Polje	Биело-Поле
Toto	Toto
Călin Popescu-Tăriceanu	Попеску-Тэричану, Кэлин
Byar i Storbritannia	Города-сити Великобритании
Holomorf funksjon	Голоморфная функция
Alfred Binet	Бине, Альфред
AD (fleirtyding)	AD
Id	ID
Bi	Bi
Basilica di San Francesco d'Assisi	Церковь Сан-Франческо в Ассизи
Rankine	Градус Ранкина
Erlenmeyerkolbe	Колба Эрленмейера
Mureş	Марош
Tallus	Таллом
Provinsen Makedonia	Македония (римская провинция)
Syagrius	Сиагрий
21st Century Breakdown	21st Century Breakdown
Helsingborgs IF	Хельсингборг (футбольный клуб)
Lemma i matematikk	Лемма (математика)
Kopula	Связка (лингвистика)
Det nigerianske riksvåpenet	Герб Нигерии
Bombinga av Domodedovo internasjonale lufthamn	Террористический акт в аэропорту Домодедово
P.G. Wodehouse	Вудхаус, Пелам Гренвилл
Japanske regionar	Регионы Японии
Sannsynstettleiksfunksjon	Плотность вероятности
Sinuskurve	Синусоида
ICAO-flyplasskode	Код аэропорта ИКАО
Giuseppe Torelli	Торелли, Джузеппе
Roland	Роланд
Eurovision Song Contest 1990	Конкурс песни Евровидение 1990
Eurovision Song Contest 1974	Конкурс песни Евровидение 1974
Kondensstriper	Конденсационный след
Obafemi Martins	Мартинс, Обафеми
Abdikasjon	Абдикация
Thesprotía	Теспротия
Fthiótida	Фтиотида
Thann	Тан (Эльзас)
Avallon	Аваллон (город)
Riom	Рьом
Barcelonnette	Барселоннет
Lannion	Ланьон
Brignoles	Бриньоль
Rochefort i Charente-Maritime	Рошфор
Val-d'Isère	Валь-д’Изер
Romantisk musikk	Музыка периода романтизма
Muret	Мюре (Франция)
Noisy-le-Grand	Нуази-ле-Гран
Sjemá‘ Jisraél	Шма
Embrun i Hautes-Alpes	Амбрён (Франция)
Figeac	Фижак
Meaux	Мо (Франция)
Argentan	Аржантан
Apt	Апт (Франция)
Benishangul-Gumaz	Бенишангуль-Гумуз
Gambelaregionen	Гамбела (регион)
Chichester	Чичестер
Khat	Кат
Cuauhtémoc Blanco	Бланко, Куаутемок
Siphiwe Tshabalala	Чабалала, Сипиве
Romgeometri	Стереометрия
Autodidakt	Самоучка
Bøddel	Палач
Kjemisk industri	Химическая промышленность
Saponin	Сапонины
Kjell Magne Bondevik	Бунневик, Хьель Магне
Alpine greiner under Vinter-OL 2010	Горнолыжный спорт на зимних Олимпийских играх 2010
Brian Clough	Клаф, Брайан
Space Jam	Космический джем
A Saucerful of Secrets	A Saucerful of Secrets
Boy av U2	Boy (альбом)
Dennis Rommedahl	Роммедаль, Деннис
Axel Heibergs land	Аксель-Хейберг
Diego de Almagro	Альмагро, Диего де
Pengő	Венгерский пенгё
William Wilberforce	Уилберфорс, Уильям
Doketisme	Докетизм
Vágar	Воар
Vajgatsj	Вайгач
Perth and Kinross	Перт и Кинросс
Kazbek	Казбек
Sergej Kirov	Киров, Сергей Миронович
Jambe	Ямб
Piccadilly-linja	Линия Пикадилли
Poyangsjøen	Поянху
Wuyi Shan	Уишань (горы)
Galleri	Художественная галерея
Zelenograd	Зеленоград
Diorama	Диорама
Waterloo & City-linja	Линия Ватерлоо-энд-Сити
Det haitiske riksvåpenet	Герб Республики Гаити
Hudsonsundet	Гудзонов пролив
Rodeo	Родео
Eurythmics	Eurythmics
Roland Garros	Гаррос, Ролан
Bloody Mary	Кровавая Мэри (коктейль)
Mark Cavendish	Кавендиш, Марк
Transkripsjon	Транскрипция (лингвистика)
Guillaume Dufay	Дюфаи, Гийом
Isaac Barrow	Барроу, Исаак
Mahmoud Darwish	Дарвиш, Махмуд
Latent varme	Скрытая теплота
Ruslan Ponomarjov	Пономарёв, Руслан Олегович
Kardioide	Кардиоида
Paul Keres	Керес, Пауль Петрович
Mohammed Najibullah	Наджибулла, Мохаммад
Abraxas	Абраксас
Händels Messias	Мессия (оратория)
Verst	Верста
St. Andrews	Сент-Андрус
Ust-Orda Burjatia	Усть-Ордынский Бурятский автономный округ
Talet 500	500 (число)
Grindkval	Обыкновенная гринда
Kvann	Дягиль лекарственный
Ben 10	Бен-10
Sillamäe	Силламяэ
Shugliaq	Саутгемптон (остров)
Hyvinge	Хювинкяа
Émile Friant	Фриан, Эмиль
Tauranga	Тауранга
Ivan Kramskoj	Крамской, Иван Николаевич
Storjo	Большой поморник
Baltarar	Балты
Tregrense	Граница леса
Kjevle	Скалка
Skiskyting under vinter-OL 2010	Биатлон на зимних Олимпийских играх 2010
Stormfuglfamilien	Буревестниковые
Pirelli	Pirelli
Howard Shore	Шор, Говард
Ussuri	Уссури
Finansboble	Экономический пузырь
Square Enix	Square Enix
Tamagotchi	Тамагочи
Earl Grey	Эрл Грей
Thomas Tallis	Таллис, Томас
Siemens	Сименс
Nevis	Невис
Kjerrhaukar	Луни
Puri	Пури
Bijeljina	Биелина
Strofe	Строфа
Junior Eurovision Song Contest 2007	Детский конкурс песни Евровидение 2007
Junior Eurovision Song Contest 2011	Детский конкурс песни Евровидение 2011
E-nummer	Список пищевых добавок E1000 — E1999
Eurovision Song Contest 1996	Конкурс песни Евровидение 1996
SGML	SGML
Dreielire	Колёсная лира
Varg Vikernes	Викернес, Варг
Kyrie	Кирие элейсон
Toppmeis	Хохлатая синица
Lauvmeis	Черноголовая гаичка
Imathía	Иматия
Etyde	Этюд (музыка)
Praktærfugl	Гага-гребенушка
Solblom	Арника горная
Akrylfarge	Акриловые краски
Vlieland	Влиланд
Sendero Luminoso	Сендеро Луминосо
Bøying	Словоизменение
Phleng Chat	Гимн Таиланда
Epitet	Эпитет
Nettlesaren Lynx	Lynx
Palatalisering	Палатализация
Rekviem av Mozart	Реквием (Моцарт)
Fosfin	Фосфин
Andrej Zjdanov	Жданов, Андрей Александрович
S/2003 J 18	S/2003 J 18
Eurovision Song Contest 1966	Конкурс песни Евровидение 1966
Offentleg rett	Публичное право
Kyskleik	Целомудрие
Kvirinalhøgda	Квиринал
MM	Мм (значения)
Adobe Reader	Adobe Acrobat
Neris	Вилия (река)
Bonifaciosundet	Бонифачо (пролив)
Irgun	Иргун
Os	OS (значения)
Nemrut Dağı	Немрут-Даг (гора)
Li	Li (значения)
GHB	Гамма-оксимасляная кислота
Atari	Atari
Muspelheim	Муспельхейм
Prince of Wales Island	Остров Принца Уэльского (Канада)
Berezina	Березина (нижний приток Днепра)
Gauja	Гауя
Jacopo da Pontormo	Понтормо
Språk i Afrika	Языки Африки
Vintersolkverv	Зимнее солнцестояние
Saljut-programmet	Салют (космическая программа)
Allé	Аллея
Chilpancingo	Чильпансинго-де-лос-Браво
China Central Television	Центральное телевидение Китая
Den nikenske truvedkjenninga	Никейский Символ веры
Owl City	Owl City
Alexander McQueen	Маккуин, Александр
Havåborfamilien	Каменные окуни
Sani Abacha	Абача, Сани
Amazonas	Амазонас (значения)
Ralph Vaughan Williams	Воан-Уильямс, Ральф
Tranquillo Barnetta	Барнетта, Транквилло
Lova om store tal	Закон больших чисел
Andorra i Eurovision Song Contest	Андорра на конкурсе песни Евровидение
Androgyn	Андрогиния
Figur i matematikk	Форма предмета
Panter	Чёрная пантера
Meksikansk mat	Мексиканская кухня
Guacamole	Гуакамоле
A Rush of Blood to the Head	A Rush of Blood to the Head
Tepic	Тепик
Junín-regionen	Хунин (регион)
Showbiz	Showbiz
Peugeot 206	Peugeot 206
Prototyp	Прототипирование
Konsul i diplomatiet	Консул (дипломат)
Legitimitet	Легитимность
Saint-Étienne-katedralen i Bourges	Буржский собор
Verdas land etter bruttonasjonalprodukt per innbyggjar	Список стран по ВВП (ППС) на душу населения
Mezzogiorno	Южная Италия
Xhosaer	Коса (народ)
Fethiye	Фетхие
Kuusamo	Куусамо
Mamallapuram	Махабалипурам
Ѕ	Ѕ
Nikolaj Nekrasov	Некрасов, Николай Алексеевич
Raudflamingo	Красный фламинго
Kırşehir	Кыршехир
Bilecik	Биледжик
Kakao	Какао-бобы
Liffey	Лиффи
Sleipne	Слейпнир
Schiermonnikoog	Схирмонниког
Hoogeveen	Хогевен
Valjevo	Валево
Tien Quan Ca	Гимн Вьетнама
André Ooijer	Ойер, Андре
Police i Polen	Полице
Gervinho	Жервиньо
Torskefamilien	Тресковые
Mudra	Мудра
Mjølbær	Толокнянка обыкновенная
Guantánamobukta	Гуантанамо (залив)
Čačak	Чачак
Motorsag	Цепная пила
Regresjonsanalyse	Регрессионный анализ
US Airways	US Airways
Leonardo Bonucci	Бонуччи, Леонардо
La Pérouse-sundet	Пролив Лаперуза
Nettverkslaget	Протоколы сетевого уровня
Dei kantabriske fjella	Кантабрийские горы
Pannotia	Паннотия
Opera buffa	Опера-буффа
Aneto	Ането
Aspekt i grammatikken	Вид (лингвистика)
Jonás Gutiérrez	Гутьеррес, Хонас
94 Aurora	(94) Аврора
Peer Gynt	Пер Гюнт
97 Klotho	(97) Клото
Imphal	Импхал
Sisimiut	Сисимиут
Lamberto Dini	Дини, Ламберто
Joseph Heller	Хеллер, Джозеф
Blåsebelg	Мехи (техника)
Xabi Alonso	Алонсо, Хаби
S-blokk	S-элементы
Armégruppe	Группа армий
Hieratisk skrift	Иератическое письмо
Latgale	Латгалия
Pianosa	Пьяноса
Bella Thorne	Торн, Белла
Altkirch	Альткирш
West Dunbartonshire	Западный Дамбартоншир
Trygve Haavelmo	Ховельмо, Трюгве
Seven Summits	Семь вершин
Lykopen	Ликопин
Halvspekkhoggar	Малая косатка
Madura	Мадура
Tethyshavet	Тетис (океан)
Faradaybur	Клетка Фарадея
London Borough of Newham	Ньюэм
Fvt.	Наша эра
Wigan	Уиган
Ikonografi	Иконография
Hangglider	Дельтаплан
Det sørsudanske riksvåpenet	Герб Южного Судана
Guden Apis	Апис
London Borough of Tower Hamlets	Тауэр-Хамлетс
Nedsjd	Неджд
Tiransundet	Тиран (пролив)
Det srilankiske riksvåpenet	Герб Шри-Ланки
Signalhandsaming	Обработка сигналов
Samlar	Коллекционирование
Sosialistisk arbeidshelt	Герой Социалистического Труда
Barbarossa	Барбаросса
Bagett	Французский багет
Elva Dordogne	Дордонь (река)
Novodevitsjijgravstaden	Новодевичье кладбище
Birka	Бирка
Bolsenasjøen	Больсена (озеро)
Blenheim Palace	Бленхеймский дворец
Moquegua-regionen	Мокегуа
Piura-regionen	Пьюра (регион)
Apurímac-regionen	Апуримак (регион)
Ica-regionen	Ика (регион)
Moche	Моче
Ketubím	Ктувим
Nisán	Нисан
RapidShare	RapidShare
Månaden ab	Ав
Massakrane i Sabra og Shatila	Резня в Сабре и Шатиле
London Borough of Bromley	Бромли (боро Лондона)
Kim Seong-soo	Ким Сонсу
Bill Evans	Эванс, Билл (пианист)
Wiener Sezession	Венский сецессион
Penzance	Пензанс
Trekantulikskapen	Неравенство треугольника
Programkodebot	Патч
Solfuglar	Нектарницевые
Brandenburgkonsertane	Бранденбургские концерты
The Final Cut	The Final Cut
Stade Reims	Реймс (футбольный клуб)
Vasyl Ivantsjuk	Иванчук, Василий Михайлович
Romsonden Deep Impact	Дип Импакт
TAP Portugal	TAP Portugal
Broadway Tower	Бродвейская башня
Stanley Milgram	Милгрэм, Стэнли
Salsa	Сальса
Eurovision Song Contest 1993	Конкурс песни Евровидение 1993
Julestjerne	Молочай красивейший
Bedford	Бедфорд
Ameland	Амеланд
Saint-Paul-de-Vence	Сен-Поль-де-Ванс
Eastbourne	Истборн
Bagnères-de-Bigorre	Баньер-де-Бигор
Sambre	Самбра (река)
Kommandørøyane	Командорские острова
Dei føderalt styrte stammeområda	Федерально управляемые племенные территории
Inverclyde	Инверклайд
Flower of Scotland	Flower of Scotland
Highland	Хайленд
Brannbil	Пожарный автомобиль
Grevenmacher distrikt	Гревенмахер (округ)
Grankulla	Кауниайнен
Windsor	Виндзор (значения)
Träskända	Ярвенпяа
Den irske sjølvstendekrigen	Война за независимость Ирландии
Den arabiske ørkenen	Пустыни Аравийского полуострова
Kronstadt-opprøret	Кронштадтское восстание
Khalid av Saudi-Arabia	Халид ибн Абдул-Азиз Аль Сауд
Siret	Сирет
Periferieininga Xánthi	Ксанти (ном)
Gjerdesmettfamilien	Крапивниковые
Commodore International	Commodore
Korinthía	Коринфия
Kamtsjatka oblast	Камчатская область
Saint-Dizier	Сен-Дизье
Le Blanc-Mesnil	Ле-Блан-Мениль
Maisons-Alfort	Мезон-Альфор
Kaduna	Кадуна
Ýdra	Идра
Sandoy	Сандой
Karusell	Карусель
Nordiske krossflagg	Скандинавский крест
Body Language	Body Language (альбом Кайли Миноуг)
Hestur	Хестур
Gulnebblom	Белоклювая гагара
Kirkwall	Керкуолл
Patt	Пат
Olav II av Noreg	Олав II Святой
X av Kylie Minogue	X (альбом Кайли Миноуг)
Alpejernsporv	Альпийская завирушка
Polarsymjesnipe	Плосконосый плавунчик
Koltur	Кольтур
Baldassare Galuppi	Галуппи, Бальдассаре
Loud	Loud
Glentar	Коршуны
Tortuga	Тортю
Oktettregelen	Правило октета
Døgnrytme	Циркадный ритм
Michael Atiyah	Атья, Майкл Фрэнсис
John Wallis	Валлис, Джон
Stader i Harry Potter-serien	Локации мира Гарри Поттера
Eru	Эру Илуватар
Xylen	Ксилолы
Bosna	Босна (река)
Lyndon B. Johnson Space Center	Космический центр имени Линдона Джонсона
Kjønnslemlesting	Женское обрезание
William Byrd	Бёрд, Уильям
Panthalassa	Панталасса
Månelandar	Лунный модуль
Ale	Эль
Hekling	Вязание крючком
Isokor prosess	Изохорный процесс
Snells lov	Закон Снеллиуса
Sfæroide	Эллипсоид вращения
Karaisme	Караимизм
SC Bastia	Бастия (футбольный клуб)
Komotiní	Комотини
Havlire	Малый буревестник
Oloron-Sainte-Marie	Олорон-Сент-Мари
Verdsrekordar i friidrett	Список мировых рекордов в лёгкой атлетике
Sansculottane	Санкюлоты
Botulinumtoksin	Ботулотоксин
Immortal	Immortal
Taye Taiwo	Тайво, Тайе
VM i friidrett 2007	Чемпионат мира по лёгкой атлетике 2007
Michael Bradley	Брэдли, Майкл
Sotíris Kyrjákos	Кириакос, Сотириос
Milan Jovanović	Йованович, Милан (1981)
Martín Palermo	Палермо, Мартин
Sjakkbrikke	Шахматные фигуры
Ventil	Трубопроводная арматура
Ghoul	Гуль (фольклор)
Augustus De Morgan	Морган, Огастес де
Kalsiumklorid	Хлорид кальция
Thomas Bayes	Байес, Томас
Abakus	Абака (архитектура)
Romanen 1984	1984 (роман)
Yazdegird III av Persia	Йездигерд III
Charlène av Monaco	Шарлен, княгиня Монако
Taslima Nasrin	Насрин, Таслима
Kaifeng	Кайфын
Bingöl	Бингёль
Eksentrisitet	Эксцентриситет орбиты
Romvinkel	Телесный угол
Urskog	Первобытный лес
Brente jords taktikk	Тактика выжженной земли
Løveape	Золотистая игрунка
Skeistorkar	Колпицы
Hammarhai	Молотоголовые акулы
BBC World News	BBC World News
Sulefamilien	Олушевые
Elva Lys	Лис (река)
Industrimetall	Индастриал-метал
Sognefjorden	Согне-фьорд
Tupou VI av Tonga	Тупоу VI
Konfidensintervall	Доверительный интервал
Uman i Ukraina	Умань
Fyrstedøme	Княжество
Tifinagh	Древнеливийское письмо
Kriminallitteratur	Криминальный роман (жанр)
Grisebukta	Залив Свиней
Michel Vorm	Ворм, Мишел
The Division Bell	The Division Bell
Eurovision Song Contest 1991	Конкурс песни Евровидение 1991
Eurovision Song Contest 1989	Конкурс песни Евровидение 1989
Bivrost	Биврёст
Gon	Град, минута, секунда
Batyskaf	Батискаф
Al	AL (значения)
Vierzon	Вьерзон
Guds mor	Богоматеринство
Gambit	Гамбит
César Cui	Кюи, Цезарь Антонович
Yoshikatsu Kawaguchi	Кавагути, Ёсикацу
Molde Fotballklubb	Мольде (футбольный клуб)
Bølgjekraftverk	Энергия волн океана
Parabel i litteraturen	Парабола (литература)
Ryan Nelsen	Нелсен, Райан
Drottningholms slott	Дроттнингхольм
Marfans syndrom	Синдром Марфана
Skýros	Скирос
Alle elsker Raymond	Все любят Рэймонда
Studioalbum	Студийный альбом
Agenda 21	Повестка дня на XXI век
Árta	Арта (город, Греция)
Den raude stjerna	Красная звезда
Akira Toriyama	Торияма, Акира
Vitória FC	Витория (футбольный клуб, Сетубал)
Stephan Lichtsteiner	Лихтштайнер, Штефан
Amorgós	Аморгос
Bisol	Паргелий
Anna Lindh	Линд, Анна
Sarabande	Сарабанда
Virvelstraum	Вихревые токи
Sardin	Европейская сардина
Piratpartiet	Пиратская партия Швеции
Rodópi	Родопи (ном)
Periferieininga Dráma	Драма (ном)
Kung fu	Кунг-фу
Orsja	Орша
Mary av Danmark	Мэри (кронпринцесса Дании)
Jozy Altidore	Алтидор, Джози
Den tapre soldat Svejk og hans eventyr i verdenskrigen	Похождения бравого солдата Швейка
Kljazma	Клязьма
Oltenia	Олтения
San Marino i Eurovision Song Contest	Сан-Марино на конкурсе песни Евровидение
Katal	Катал
Simon Kjær	Кьер, Симон
Hydrostatisk likevekt	Гидростатическое равновесие
Reise, Reise	Reise, Reise
Klimakonvensjonen	Рамочная конвенция ООН об изменении климата
Slettsnok	Обыкновенная медянка
Aktualitetsprinsippet	Актуализм (геология)
Troké	Хорей
Det uruguayanske riksvåpenet	Герб Уругвая
79 Eurynome	(79) Эвринома
Det jamaikanske riksvåpenet	Герб Ямайки
William Pitt den eldre	Питт, Уильям Старший
Arthur Henderson	Хендерсон, Артур
Rodrigues	Родригес (остров)
Robin Warren	Уоррен, Робин
Det kurdiske flagget	Флаг Курдистана
Samantrekt ord	Словослияние
VM i friidrett 2011	Чемпионат мира по лёгкой атлетике 2011
Music of the Sun	Music of the Sun
Walter Gargano	Гаргано, Вальтер
Vandrealbatross	Странствующий альбатрос
Nilmar	Нилмар
Carlos Salcido	Сальсидо, Карлос
Javier Sotomayor	Сотомайор, Хавьер
Filmen Tarzan (1999)	Тарзан (мультфильм)
Aiden McGeady	Макгиди, Эйден
Arbeidarrørsla	Рабочее движение
Lappsporv	Лапландский подорожник
Stipe Pletikosa	Плетикоса, Стипе
Vasspiplerke	Горный конёк
Grashoppesongar	Обыкновенный сверчок
Brunpelikan	Американский бурый пеликан
Fuglekongar	Корольки
Leppefisk	Губановые
Kondylom	Остроконечные кондиломы
Austerriksk schilling	Австрийский шиллинг
Amonet	Амаунет
Soluna Samay	Самай, Солуна
GP2	GP2
Diekirch distrikt	Дикирх (округ)
Prievidza	Прьевидза
Parafyletisk gruppe	Парафилия
Apollo-Sojuz	Союз — Аполлон
Merlion	Мерлайон
Kapellan	Капеллан
Katwijk	Катвейк
The Stooges	The Stooges
Villefranche-sur-Saône	Вильфранш-сюр-Сон
Ulkefisk	Скорпенообразные
Femtometer	Ферми (единица измерения)
Saint-Omer	Сент-Омер
Lunéville	Люневиль
Ornette Coleman	Коулман, Орнетт
Lamarckisme	Ламаркизм
Guayanaskjoldet	Гвианское нагорье
Panathinaïkó Stádio	Панатинаикос (стадион)
Buenaventura Durruti	Дуррути, Буэнавентура
Døypefont	Купель
Høgde	Высота
Oleh Husiev	Гусев, Олег Анатольевич
René Préval	Преваль, Рене
Koevolusjon	Коэволюция
Piería	Пиерия
Enkeltspelar	Однопользовательская игра
Amritsarmassakren	Бойня на Джаллианвала-багх
Gilbert Newton Lewis	Льюис, Гилберт Ньютон
Saint-Jean-de-Maurienne	Сен-Жан-де-Морьен
La Seyne-sur-Mer	Ла-Сен-сюр-Мер
Frank McCourt	Маккорт, Фрэнк
Ike Turner	Тёрнер, Айк
The Sun	The Sun
Halldór Ásgrímsson	Халльдоур Аусгримссон
Bo Diddley	Бо Диддли
Parlophone	Parlophone
Loch Lomond	Лох-Ломонд
Phil Jagielka	Джагелка, Фил
Sidensvansar	Свиристели
Rotorua	Роторуа (город)
London Borough of Redbridge	Редбридж (боро Лондона)
Langfredagsavtala	Белфастское соглашение
Brendan sjøfararen	Святой Брендан
Victoria Land	Земля Виктории
Genser	Гернсийский свитер
Securitate	Секуритате
Mariner 2	Маринер-2
Polesie	Полесье
Nicholas Roerich	Рерих, Николай Константинович
Nikolaj Leskov	Лесков, Николай Семёнович
Det karelske neset	Карельский перешеек
Deauville	Довиль
Warhammer 40 000	Warhammer 40,000
Narvaelva	Нарва (река)
Toluca	Толука-де-Лердо
São Miguel	Сан-Мигел (Азорские острова)
Horv	Борона
Jan Brueghel	Брейгель, Ян (старший)
Torquay	Торки (Англия)
Mont Ventoux	Ванту
