Afrika	Африка
Vancouver	Ванкувер
Mortiers, Charente-Maritime	Мортье (Приморская Шаранта)
Saint-Martin-de-Coux	Сен-Мартен-де-Ку
Puyrolland	Пюироллан
116	116 год
Neulles	Нёль
Salignac-de-Mirambeau	Салиньяк-де-Мирамбо
Virson	Вирсон
Muron	Мюрон
Rouffignac	Руффиньяк (коммуна)
Landes, Charente-Maritime	Ланд
Nachamps	Нашан
Pommiers-Moulons	Помье-Мулон
Saint-Jean-de-Liversay	Сен-Жан-де-Ливерсе
Villedoux	Вильду
Sousmoulins	Сумулен
Salles-sur-Mer	Саль-сюр-Мер
Thors, Charente-Maritime	Тор (Приморская Шаранта)
Saint-Pardoult	Сен-Пардуль
Saint-Sauveur-d'Aunis	Сен-Совёр-д’Они
Saint-Vivien, Charente-Maritime	Сен-Вивьен
Saint-Martin-de-Juillers	Сен-Мартен-де-Жюйе
Saint-Froult	Сен-Фру
Saint-Cyr-du-Doret	Сен-Сир-дю-Доре
Neuvicq	Нёвик (Приморская Шаранта)
Mazerolles, Charente-Maritime	Мазроль (Приморская Шаранта)
Polignac, Charente-Maritime	Полиньяк (Приморская Шаранта)
Marignac, Charente-Maritime	Мариньяк (Приморская Шаранта)
Saint-Loup, Charente-Maritime	Сен-Лу (Приморская Шаранта)
160	160 год
Saint-Christophe, Charente-Maritime	Сен-Кристоф (Приморская Шаранта)
Saint-Ouen-la-Thène	Сент-Уан (Приморская Шаранта)
28	28 год
Orson Welles	Уэллс, Орсон
85	85 год
88	88 год
76	76 год
54	54 год
477	477 год
Albany, New York	Олбани (Нью-Йорк)
Avatar (filma, 2009)	Аватар (фильм, 2009)
60	60 год
Saint-Seine-sur-Vingeanne	Сен-Сен-сюр-Венжан
Saint-Maurice-sur-Vingeanne	Сен-Морис-сюр-Венжан
47	47 год
Pouilly-sur-Vingeanne	Пуйи-сюр-Венжан
Orain	Орен (Кот-д’Ор)
Montigny-Mornay-Villeneuve-sur-Vingeanne	Монтиньи-Морне-Вильнёв-сюр-Венжан
Licey-sur-Vingeanne	Лисе-сюр-Венжан
Fontenelle, Côte-d'Or	Фонтенель (Кот-д’Ор)
Dampierre-et-Flée	Дампьер-э-Фле
Chaume-et-Courchamp	Шом-э-Куршан
Bourberain	Бурберен
112	112 год
John Cleese	Клиз, Джон
Terry Gilliam	Гиллиам, Терри
Pavel Mochalin	Мочалин, Павел Александрович
Woody Allen	Аллен, Вуди
Nanni Moretti	Моретти, Нанни
Pier Paolo Pasolini	Пазолини, Пьер Паоло
Paul Thomas Anderson	Андерсон, Пол Томас
Franco Battiato	Баттиато, Франко
Roald Dahl	Даль, Роальд
Gus Van Sant	Ван Сент, Гас
Ca Mau	Камау
Asaoro	Азорские острова
ISO 3166-1	ISO 3166-1
Miratoerana	Изотопы
Dwight Howard	Ховард, Дуайт
Harrisburg, Pennsylvania	Гаррисберг
Da Lat	Далат
Orkide	Орхидные
Lalitra	Двукрылые
Phan Thiet	Фантхьет
Paul Langevin	Ланжевен, Поль
Antoni Gaudí	Гауди, Антонио
Trenton, New Jersey	Трентон (Нью-Джерси)
Theodor Mommsen	Моммзен, Теодор
Kobe Bryant	Брайант, Коби
Álvaro Aparicio	Апарисио Фернандес, Альваро
Ruslan Lyubarskyi	Любарский, Руслан Николаевич
Hermann Hesse	Гессе, Герман
Shy Love	Шай Лав
South Burlington, Vermont	Саут-Берлингтон
Klaas-Jan Huntelaar	Хюнтелар, Клас-Ян
Hannah Harper	Харпер, Ханна
Steven Caulker	Кокер, Стивен
Carlo Lizzani	Лидзани, Карло
Roman Neustädter	Нойштедтер, Роман
Madera	Мадейра
Nina Mercedez	Мерседес, Нина
Klemen Lavrič	Лаврич, Клемен
Amir Karič	Карич, Амир
Željko Milinovič	Милинович, Желько
Jieyang	Цзеян
Gaël Bigirimana	Бигиримана, Гаэль
Takeshi Kitano	Китано, Такэси
Iago Aspas	Аспас, Яго
Montpelier, Vermont	Монтпилиер (Вермонт)
Boban Babunski	Бабунски, Бобан
Luis Alberto Suárez	Суарес, Луис Альберто
M'Baye Niang	Ньянг, Мбай
Alejandro Fernández Iglesias	Фернандес Иглесиас, Алехандро
Antonio Conte	Конте, Антонио (футболист)
Cardinal Richelieu	Ришельё, Арман Жан дю Плесси
Danny DeVito	Де Вито, Дэнни
Herodotus	Геродот
Kota Sorong	Соронг
Davenport, Iowa	Давенпорт (Айова)
Azia Afovoany	Центральная Азия
Simon Wells	Уэллс, Саймон
Florian Thauvin	Товен, Флориан
Eoropa Avaratra	Северная Европа
Eoropa Andrefana	Западная Европа
Eoropa Afovoany	Центральная Европа
Mehdi Mostefa	Мостефа, Мехди
Franco Zuculini	Сукулини, Франко
Sambou Yatabaré	Ятабаре, Самбу
Lluís Sastre	Састре, Льюис
Patrick Ebert	Эберт, Патрик
AC/DC	AC/DC
Jérôme Rothen	Ротен, Жером
Ivan Obradović	Обрадович, Иван
Manuel Jiménez Jiménez	Хименес, Маноло
Alberto Bueno	Буэно, Альберто
Emre Can	Джан, Эмре
Shaka	Чака
Stefan Babović	Бабович, Стефан
Álvaro González Soberón	Гонсалес Соберон, Альваро
Glenn Loovens	Ловенс, Гленн
Abraham Minero	Минеро Фернандес, Абрам
Ádám Pintér	Пинтер, Адам
Álvaro Rubio Robles	Рубио, Альваро
Wahbi Khazri	Хазри, Вахби
Fiangonana Kristadelfiana	Христадельфиане
Kota Jayapura	Джаяпура
Víctor Pérez Alonso	Перес, Виктор Алонсо
Mikel Balenziaga	Баленсиага, Микель
Acheux-en-Amiénois	Ашё-ан-Амьенуа
Alfonso Cuarón	Куарон, Альфонсо
Judi Dench	Денч, Джуди
Jefferson City, Missouri	Джефферсон-Сити (Миссури)
Abdus Salam	Салам, Абдус
Jackson, Mississippi	Джэксон (Миссисипи)
Augusta, Maine	Огаста (Мэн)
Baton Rouge, Louisiana	Батон-Руж
Magreba	Магриб
Lansing, Michigan	Лансинг
Gonzalo Castro	Кастро, Гонсало
Fiteny amharika	Амхарский язык
Concord, New Hampshire	Конкорд (Нью-Гэмпшир)
Lincoln, Nebraska	Линкольн (Небраска)
Annapolis, Maryland	Аннаполис (Мэриленд)
Olinda	Олинда
Fania	Рукокрылые
36	36 год
Ralph Fiennes	Файнс, Рэйф
Marc Forster	Форстер, Марк
Springfield, Illinois	Спрингфилд (Иллинойс)
Abbeville	Абвиль
Michel Hazanavicius	Хазанавичус, Мишель
Hamedan	Хамадан
Frankfort, Kentucky	Франкфорт
Garry Kasparov	Каспаров, Гарри Кимович
John F. Burns	Бёрнс, Джон Фишер
Huiyuan	Хуэйюань (значения)
James Kwesi Appiah	Аппиа, Джеймс Квеси
Kozhikode	Кожикоде
Kazimierz Funk	Функ, Казимир
Ian Porterfield	Портерфилд, Ян
Yu Hai	Юй Хай
Eddie Arcaro	Аркаро, Эдди
Saint Paul, Minnesota	Сент-Пол (Миннесота)
David McClelland	Макклелланд, Дэвид
John George Kemeny	Кемени, Джон Джордж
Tantaran'i Libia	История Ливии
Alexis Claude Clairaut	Клеро, Алекси Клод
Frank Lloyd	Ллойд, Фрэнк (режиссёр)
Axel Paulsen	Паульсен, Аксель
NGC 15	NGC 15
Kipchoge Keino	Кейно, Кипчоге
NGC 28	NGC 28
Han Fei	Хань Фэй
Christopher Marlowe	Марло, Кристофер
Ignacy Łukasiewicz	Лукасевич, Игнатий
Jixi	Цзиси
Chlothar I	Хлотарь I
Zunyi	Цзуньи
Jinzhou	Цзиньчжоу
Jiamusi	Цзямусы
Gaétan Vestris	Вестрис, Гаэтан
Matthew Lillard	Лиллард, Мэттью
Renato Dirnei Florêncio	Дирней Флоренсио, Ренато
Tomáš Rosický	Росицкий, Томаш
Francisco Franco	Франко, Франсиско
Johann Peter Gustav Lejeune Dirichlet	Дирихле, Петер Густав Лежён
NGC 31	NGC 31
NGC 17	NGC 17
Brie Larson	Ларсон, Бри
Maurice Harkless	Харклесс, Морис
Maniche	Манише
Klay Thompson	Томпсон, Клей
Montgomery, Alabama	Монтгомери (Алабама)
Fiteny assamey	Ассамский язык
Boca Raton, Florida	Бока-Ратон (Флорида)
Juneau, Alaska	Джуно (Аляска)
Sylvain Marveaux	Марво, Сильвен
Chris Smalling	Смоллинг, Крис
Carl Jenkinson	Дженкинсон, Карл
Nancy Currie	Кэрри, Нэнси Джейн
Theo Walcott	Уолкотт, Тео
Nancy Jan Davis	Дейвис, Нэнси Джен
Kevin Durant	Дюрант, Кевин
Michael Carrick	Каррик, Майкл
Mildred Dresselhaus	Дресселгауз, Милдред
Milan Jovanić	Йованич, Милан
Ricardo Alberto Frione	Фрионе, Рикардо
Yinka Dare	Дэйр, Йинка
Bonnie J. Dunbar	Данбар, Бонни Джинн
Carbondale, Kansas	Карбондейл (Канзас)
Patrick Forrester	Форрестер, Патрик Грэм
Graham Zusi	Зуси, Грэм
Mouaz al-Khatib	Ахмед Муаз аль-Хатиб
Fiteny inuktitut	Инуктитут
159	159 год
107	107 год
162	162 год
103	103 год
802	802 год
804	804 год
119	119 год
Chengdu	Чэнду
118	118 год
Fiteny eve	Эве (язык)
801	801 год
807	807 год
806	806 год
152	152 год
1126	1126 год
Sambondanitra	Многоразовый транспортный космический корабль
70	70 год
Ben'ny tanàna	Мэр
81	81 год
69	69 год
87	87 год
65	65 год
66	66 год
67	67 год
55	55 год
34	34 год
44	44 год
35	35 год
64	64 год
504	504 год
161	161 год
151	151 год
155	155 год
128	128 год
129	129 год
50	50 год
501	501 год
45	45 год
49	49 год
Zhengzhou	Чжэнчжоу
163	163 год
154	154 год
201	201 год
803	803 год
805	805 год
52	52 год
82	82 год
84	84 год
73	73 год
72	72 год
62	62 год
71	71 год
75	75 год
74	74 год
83	83 год
78	78 год
77	77 год
90	90 год
80	80 год
91	91 год
109	109 год
53	53 год
63	63 год
86	86 год
Mikhail Gorbachev	Горбачёв, Михаил Сергеевич
99	99 год
Mère Teresa	Мать Тереза
Friedrich Mohs	Моос, Карл Фридрих Христиан
98	98 год
110	110 год
111	111 год
Kadapa	Кадапа
122	122 год
Rudolf Clausius	Клаузиус, Рудольф Юлиус Эммануэль
Ailly-sur-Somme	Айи-сюр-Сомм
Auguste Rodin	Роден, Огюст
Ailly-sur-Noye	Айи-сюр-Нуа
Ailly-le-Haut-Clocher	Айи-ле-О-Клоше
Oscar Wilde	Уайльд, Оскар
Yash Chopra	Чопра, Яш
Taft, Yazd	Тафт (Иран)
158	158 год
157	157 год
164	164 год
124	124 год
113	113 год
121	121 год
Albert, Somme	Альбер (Сомма)
106	106 год
Guido van Rossum	Россум, Гвидо ван
Jalgaon	Джалгаон
48	48 год
97	97 год
56	56 год
93	93 год
57	57 год
Polinezia frantsay	Французская Полинезия
503	503 год
510	510 год
Hamilton, Bermuda	Гамильтон (Бермуды)
502	502 год
Burlington, Vermont	Берлингтон (Вермонт)
Walter Cronkite	Кронкайт, Уолтер
Wilma Rudolph	Рудольф, Вильма
Mpikajy	Калькулятор
NGC 2	NGC 2
NGC 3	NGC 3
Fitsaboana	Здравоохранение
NGC 4	NGC 4
NGC 5	NGC 5
NGC 6	NGC 20
58	58 год
59	59 год
114	114 год
96	96 год
Ivan Hašek	Гашек, Иван
Pavel Horváth	Горват, Павел
92	92 год
Jonas Kazlauskas	Казлаускас, Йонас
Hakan Balta	Балта, Хакан
Marcelo Bielsa	Бьелса, Марсело
Jafar Panahi	Панахи, Джафар
Reto Ziegler	Циглер, Рето
Florian Marange	Маранж, Флориан
Dwyane Wade	Уэйд, Дуэйн
Nicolas Maurice-Belay	Морис-Беле, Николя
Leo III the Isaurian	Лев III Исавр
Jussiê	Жусси Феррейра Вьейра
Kevin Olimpa	Олимпа, Кевин
Mariano Ferreira Filho	Феррейра Фильо, Мариано
Yoan Gouffran	Гуффран, Йоан
Matthieu Chalmé	Шальме, Матьё
Grégory Sertic	Сертич, Грегори
Landry N'Guemo	Н’Гемо, Ландри
Ludovic Sané	Сане, Людовик
Agustín Sauto Arana	Арана, Агустин Сауто
Marc Planus	Планю, Марк
David Bellion	Белльон, Давид
Benoît Trémoulinas	Тремулинас, Бенуа
Bahman Ghobadi	Гобади, Бахман
André Biyogo Poko	Бийого Поко, Андре
Fahid Ben Khalfallah	Бен Хальфалла, Фахид
David Alaba	Алаба, Давид
Cléo	Клео
Iliria	Иллирия
Henri Saivet	Севе, Анри
Sebastián Morquio	Моркио, Себастьян
Alyaksandar Lukhvich	Лухвич, Александр Анатольевич
Gaios Skordilis	Скордилис, Гайос
Pedro Ochoa	Очоа, Педро
Serghei Gheorghiev	Георгиев, Сергей
Luke Ridnour	Риднур, Люк
Michael J. Massimino	Массимино, Майкл Джеймс
Stephen Frick	Фрик, Стивен Натаниэль
Juan Martín Parodi	Пароди, Хуан Мартин
Saint-Martin-sur-Lavezon	Сен-Мартен-сюр-Лавзон
Meysse	Мес (Ардеш)
Saint-Vincent-de-Barrès	Сен-Венсан-де-Баррес
Saint-Pierre-la-Roche	Сен-Пьер-ла-Рош
Sceautres	Сотр
Rochemaure	Рошмор
Cruas	Крюа
Héctor Castro	Кастро, Эктор
Charles V, Emperora Romana Masina	Карл V (император Священной Римской империи)
Jennifer Aniston	Энистон, Дженнифер
Antonio Candreva	Кандрева, Антонио
Andrei Stanislavovich Borovik-Romanov	Боровик-Романов, Виктор-Андрей Станиславович
Evgeni Gross	Гросс, Евгений Фёдорович
499	499 год
Carlos Santillana	Сантильяна (футболист)
Tryggve Gran	Гран, Трюгве
Corcy	Корси (Эна)
Leers	Лерс
125	125 год
123	123 год
Fiteny foronina	Искусственный язык
Bodo	Бодо (язык)
Nadia Comăneci	Команечи, Надя
Sikar	Сикар (город)
Jalandhar	Джаландхар
Léon Trotski	Троцкий, Лев Давидович
Fiteny aligônkianina	Алгонкинские языки
Little Rock, Arkansas	Литл-Рок (Арканзас)
Fiteny kwa	Языки ква
Fiteny gen	Ген (язык)
Eugène Delacroix	Делакруа, Эжен
Hartford, Connecticut	Хартфорд (Коннектикут)
Fiteny kreôly haisianina	Гаитянский креольский язык
NGC 7	NGC 7
Donia	Музей
Fiteny javaney	Яванский язык
Frederick the Great	Фридрих II (король Пруссии)
Bourgneuf, Charente-Maritime	Бурнёф
95	95 год
94	94 год
Hema Malini	Хема Малини
Fiteny kannada	Каннада
Tselatra	Молния
Bertrand Russell	Рассел, Бертран
Du Fu	Ду Фу
Edmund Hillary	Хиллари, Эдмунд
Mponina	Население
Tamba-nosy	Архипелаг
Theodore Roosevelt	Рузвельт, Теодор
NGC 9	NGC 9
Anta Gorda	Анта-Горда
Ametista do Sul	Аметиста-ду-Сул
Antônio Prado	Антониу-Праду
NGC 10	NGC 10
Arambaré	Арамбаре
Amaral Ferrador	Амарал-Феррадор
Alto Feliz	Алту-Фелис
Aratiba	Аратиба
Arroio do Tigre	Аррою-ду-Тигри
Ravinkazo	Лист
Jules Verne	Верн, Жюль
Fiteny newari	Неварский язык
Valparaiso	Вальпараисо
NGC 11	NGC 11
Roubaix	Рубе
Marlon Brando	Брандо, Марлон
Laharam-pehintany	Широта
Diamantina	Диамантина
Fiteny tagalaoga	Тагальский язык
Justin Bieber	Бибер, Джастин
Mae Jemison	Джемисон, Мэй Кэрол
Fargo, North Dakota	Фарго (Северная Дакота)
Oaxaca	Оахака (штат)
Fiteny tahisiana	Таитянский язык
Grand Forks, North Dakota	Гранд-Форкс (Северная Дакота)
Siouan-Catawban	Сиуанские языки
Pablo Neruda	Пабло Неруда
Yasser Arafat	Ясир Арафат
Linus Torvalds	Торвальдс, Линус
Fiteny wolof	Волоф (язык)
Port-au-Prince	Порт-о-Пренс
Alexandre Graham Bell	Белл, Александр Грейам
Woodrow Wilson	Вильсон, Вудро
NGC 13	NGC 13
Fiteny yurok	Юрок (племя)
NGC 14	NGC 14
Le Docteur	Доктор (Доктор Кто)
Krity	Крит
NGC 16	NGC 16
New Orleans	Новый Орлеан
Jingdezhen	Цзиндэчжэнь
Benazir Bhutto	Бхутто, Беназир
Philip II an'i Espaina	Филипп II (король Испании)
Philippe II	Филипп II Август
Saint-Dié-des-Vosges	Сен-Дье-де-Вож
Lalana	Дорога
Mahmoud Ahmadinejad	Ахмадинежад, Махмуд
Boris Yeltsin	Ельцин, Борис Николаевич
Alexandre Soljenitsyne	Солженицын, Александр Исаевич
NGC 19	NGC 19
Hirohito	Хирохито
NGC 21	NGC 21
Mehmed	Мехмед II
Bela Lugosi	Лугоши, Бела
James Abram Garfield	Гарфилд, Джеймс Абрам
Didy Folo	Десять заповедей
Gotthold Ephraim Lessing	Лессинг, Готхольд Эфраим
Johannesburg	Йоханнесбург
Fiangonana	Христианская церковь
Michael Reiziger	Рейзигер, Михаэл
Gustav Klimt	Климт, Густав
Albert Camus	Камю, Альбер
NGC 22	NGC 22
Dayton, Ohio	Дейтон
Rudyard Kipling	Киплинг, Редьярд
NGC 23	NGC 23
Siansa ara-tsosialy	Общественные науки
Fuxin	Фусинь
NGC 24	NGC 24
Liste des indicatifs téléphoniques internationaux par pays	Список телефонных кодов стран
Friedrich Engels	Энгельс, Фридрих
NGC 25	NGC 25
Kathryn Bigelow	Бигелоу, Кэтрин
Tequixquiac	Текискьяк
Ulysses S. Grant	Грант, Улисс
NGC 26	NGC 26
Elizabeth Taylor	Тейлор, Элизабет
Oklahoma City, Oklahoma	Оклахома-Сити
Faritany	Провинция
NGC 27	NGC 27
Claude Ptolémée	Клавдий Птолемей
Pech-Luna	Пеш-Люна
Mongausy	Монгози (Жер)
Benjamin Franklin	Франклин, Бенджамин
Isaac Asimov	Азимов, Айзек
William McKinley	Мак-Кинли, Уильям
Agatha Christie	Кристи, Агата
Ohabolana	Пословица
Noemi	Ноэми (певица)
Entity	Сущее
Catalão	Каталан (Гояс)
Wilhelm Röntgen	Рентген, Вильгельм Конрад
Thomas Pynchon	Пинчон, Томас
Grover Cleveland	Кливленд, Стивен Гровер
Kuwait City	Эль-Кувейт
Herbert Hoover	Гувер, Герберт Кларк
Fiteny cia-cia	Чиа-чиа
Warren Gamaliel Harding	Гардинг, Уоррен
Nikita Khrushchev	Хрущёв, Никита Сергеевич
Colombo	Коломбо
Fiteny grika taloha	Древнегреческий язык
Chester Alan Arthur	Артур, Честер Алан
Paul Cézanne	Сезанн, Поль
Arthur Conan Doyle	Дойл, Артур Конан
William Howard Taft	Тафт, Уильям Говард
Faritany Amerikana	Штат США
Benjamin Harrison	Гаррисон, Бенджамин
Rutherford Birchard Hayes	Хейс, Ратерфорд Бёрчард
Zaka	Материя (физика)
Boise, Idaho	Бойсе (город)
Baruch Spinoza	Спиноза, Бенедикт
Orville et Wilbur Wright	Братья Райт
Omar Khayyám	Омар Хайям
Yussuf Ayila	Юссуф, Айила
Polinezia	Полинезия
Ho Chi Minh	Хо Ши Мин
Calvin Coolidge	Кулидж, Калвин
Hermann Haken	Хакен, Герман
Queensland	Квинсленд
Lilo & Stitch	Лило и Стич
Charles Bronson	Бронсон, Чарльз
Nosy Borneo	Калимантан
Beyoncé Knowles	Бейонсе
Kopta	Коптский язык
LeBron James	Джеймс, Леброн
Bridgetown	Бриджтаун
Mark Zuckerberg	Цукерберг, Марк
Václav Havel	Гавел, Вацлав
Fiteny malayalam	Малаялам
Apia	Апиа
Brigitte Bardot	Бардо, Брижит
Thales	Фалес Милетский
Alessandro Matri	Матри, Алессандро
Jane Austen	Остин, Джейн
Giordano Bruno	Джордано Бруно
Fiteny lojban	Ложбан
Fiteny loglan	Логлан
Hammurabi	Хаммурапи
Lothar Matthäus	Маттеус, Лотар
Catherine Lehibe	Екатерина II
Hannibal Barca	Ганнибал
Koba	Мука
The Lion King	Король Лев
Guglielmo Marconi	Маркони, Гульельмо
Rio	Ион
Francis Drake	Дрейк, Фрэнсис
Port Moresby	Порт-Морсби
Karaj	Кередж
Vladimir Nabokov	Набоков, Владимир Владимирович
Tycho Brahe	Браге, Тихо
Henrik Ibsen	Ибсен, Генрик
Jordania Andrefana	Западный берег реки Иордан
Attila	Аттила
Aung San Suu Kyi	Аун Сан Су Чжи
Teratanin'ny Amerika	Индейцы
Munger	Мунгер
Arancón	Аранкон
Teny nibeazana	Родной язык
Robert De Niro	Де Ниро, Роберт
George Peppard	Пеппард, Джордж
Fiteny volapoky	Волапюк
Toshiro Mifune	Мифунэ, Тосиро
Thomas Mann	Манн, Томас
Tallahassee, Florida	Таллахасси
Jardin, Isère	Жарден
Fahaleovantena	Независимость
José Saramago	Сарамаго, Жозе
Alexander Fleming	Флеминг, Александр
Bismarck, North Dakota	Бисмарк (Северная Дакота)
Yahoo!	Yahoo!
Florence Nightingale	Найтингейл, Флоренс
Athena	Афина
Sun Tzu	Сунь-цзы
David Hume	Юм, Дэвид
Johnny Depp	Депп, Джонни
Robert Koch	Кох, Роберт
Maky	Лемурообразные
Soratra	Письмо (письменность)
Cleveland	Кливленд
Samuel Beckett	Беккет, Сэмюэл
Arara (Paraíba)	Арара (Параиба)
Naypyidaw	Нейпьидо
Pierre Curie	Кюри, Пьер
Filankevi-pilaminan'ny Firenena Mikambana	Совет Безопасности ООН
Donatello	Донателло
Jackson Pollock	Поллок, Джексон
Jean Calvin	Кальвин, Жан
William the Conqueror	Вильгельм I Завоеватель
Havandra	Град
David Ben-Gurion	Бен-Гурион, Давид
Luciano Pavarotti	Паваротти, Лучано
Thomas Hobbes	Гоббс, Томас
Paul Gauguin	Гоген, Поль
Shaun Maloney	Малони, Шон
Gouy, Aisne	Гуи (Эна)
Tafika	Армия
Uthman ibn Affan	Усман ибн Аффан
Demografia	Демография
T. S. Eliot	Элиот, Томас Стернз
Besançon	Безансон
Charlotte's Web (filma 1973)	Паутина Шарлотты (мультфильм)
Port Vila	Порт-Вила
Milwaukee, Wisconsin	Милуоки
Natalie Portman	Портман, Натали
Gregor Mendel	Мендель, Грегор Иоганн
St. Louis, Missouri	Сент-Луис
Lewis Carroll	Льюис Кэрролл
Paraíba	Параиба
Leonardo DiCaprio	Ди Каприо, Леонардо
Marcelo Vieira da Silva Júnior	Виейра, Марсело
Arthur Schopenhauer	Шопенгауэр, Артур
Helen Keller	Келлер, Хелен Адамс
George Lucas	Лукас, Джордж
Ēriks Pētersons	Петерсонс, Эрик
Marians Pahars	Пахарь, Марьян Васильевич
Alexandre Dumas	Дюма, Александр (отец)
Henri VIII d'Angleterre	Генрих VIII
Angers	Анже
William Faulkner	Фолкнер, Уильям
Columbia, South Carolina	Колумбия (Южная Каролина)
Kumakwane	Кумакване
Santa Fe, New Mexico	Санта-Фе (Нью-Мексико)
Devanagari	Деванагари
Epifanio Fernández Berridi	Фернандес, Эпифанио
Roberto Román Triguero	Тригеро, Роберто Роман
Helena, Montana	Хелена (Монтана)
Bertolt Brecht	Брехт, Бертольт
Alejandro Lanari	Ланари, Алехандро
Rouhollah Khomeini	Хомейни, Рухолла Мусави
Lentsweletau	Ленцве-Ле-Тау
Gabane	Габане
Mmopane	Ммопане
Thamaga	Тамага
Mauro Goicoechea	Гойкоэчеа, Мауро
Current events	Новости
Maoming	Маомин
Anass Achahbar	Ахахбар, Анасс
Mmankgodi	Мманкгоди
Teide	Тейде
Cheyenne, Wyoming	Шайенн (Вайоминг)
Ernest Payne	Пейн, Эрнест
Minas Gerais	Минас-Жерайс
Sidney Sam	Сам, Сидней
Metsimotlhabe	Мецимотлхаба
John Steinbeck	Стейнбек, Джон
Marcos Aoás Corrêa	Корреа, Маркос Аоас
Alexandre Kokorine	Кокорин, Александр Александрович
Richard Feynman	Фейнман, Ричард Филлипс
Igor Golban	Голбан, Игорь Валерьевич
Oliver Kirch	Кирх, Оливер
Sochi	Сочи
Ronaldinho	Роналдиньо
Anchorage, Alaska	Анкоридж
Pol Pot	Пол Пот
Pará	Пара (штат)
Gamal Abdel Nasser	Насер, Гамаль Абдель
Burbank, Kalifornia	Бербанк (Калифорния)
Michael Phelps	Фелпс, Майкл
Helodrano	Залив
Christian Huygens	Гюйгенс, Христиан
Antoine Lavoisier	Лавуазье, Антуан Лоран
Ali ibn Abi Talib	Али ибн Абу Талиб
Dokotera	Врач
Nicolas Appert	Аппер, Николя
Bernard Mendy	Менди, Бернар
Des Moines, Iowa	Де-Мойн
Eden Ben Basat	Бен Басат, Эден
The Rescuers	Спасатели (мультфильм)
Jonathan Ayité	Эите, Жонатан
Ismaël Traoré	Траоре, Исмаэль
Jack Nicholson	Николсон, Джек
Mario Vargas Llosa	Варгас Льоса, Марио
Stephen King	Кинг, Стивен
Averroes	Ибн Рушд
Ágreda	Агреда
Auguste Renoir	Ренуар, Пьер Огюст
Nostradamus	Нострадамус
Cannes	Канны
Angôvon'ny masoandro	Солнечная энергетика
Sylvester Stallone	Сталлоне, Сильвестр
Rio Grande do Sul	Риу-Гранди-ду-Сул
Richard Linklater	Линклейтер, Ричард
Amazonas	Амазонас
Fandaharana	Компьютерная программа
Ajaccio	Аяччо
Ceará	Сеара
Amapá	Амапа
Janeane Garofalo	Гарофало, Джанин
W. B. Yeats	Йейтс, Уильям Батлер
Carl Benz	Бенц, Карл
Manaus	Манаус
David J. Gross	Гросс, Дэвид
Springfield, Oregon	Спрингфилд (Орегон)
Porto Alegre	Порту-Алегри
The Fox and the Hound	Лис и пёс
Springfield, Ohio	Спрингфилд (Огайо)
Racine, Wisconsin	Расин (Висконсин)
Joliet, Illinois	Джолиет (Иллинойс)
Norman, Oklahoma	Норман (Оклахома)
Bahia	Баия
Buffalo, New York	Буффало
Kevin McHale	Макхейл, Кевин
あ	А (кана)
い	И (кана)
う	У (кана)
Joan Crawford	Джоан Кроуфорд
え	Э (кана)
お	О (кана)
か	Ка (кана)
John Wayne	Джон Уэйн
き	Ки (кана)
く	Ку (кана)
け	Кэ (кана)
Stratocumulus	Слоисто-кучевые облака
こ	Ко (кана)
Heath Ledger	Леджер, Хит
さ	Са (кана)
Abdel Rahim al-Kib	Абдель Рахим аль-Киб
し	Си (кана)
す	Су (кана)
せ	Сэ (кана)
Łukasz Fabiański	Фабьяньский, Лукаш
そ	Со (кана)
Édouard Manet	Мане, Эдуард
Kieran Gibbs	Гиббс, Киран
た	Та (кана)
ち	Ти (кана)
Ray Bradbury	Брэдбери, Рэй
つ	Цу (кана)
Géza von Bolváry	Больвари, Геза фон
て	Тэ (кана)
Adenor Leonardo Bacchi	Тите
と	То (кана)
Terrence Jones	Джонс, Терренс
な	На (кана)
Jean le Baptiste	Иоанн Креститель
に	Ни (кана)
ぬ	Ну (кана)
ね	Нэ (кана)
の	Но (кана)
は	Ха (кана)
ひ	Хи (кана)
Paulínia	Паулиния
ふ	Фу (кана)
へ	Хэ (кана)
Jennifer Lopez	Лопес, Дженнифер
Dilma Rousseff	Русеф, Дилма
ほ	Хо (кана)
ま	Ма (кана)
み	Ми (кана)
Pierre, South Dakota	Пирр (Южная Дакота)
む	Му (кана)
め	Мэ (кана)
も	Мо (кана)
Alfreð Finnbogason	Альвред Финнбогасон
や	Я (кана)
ゆ	Ю (кана)
Acre	Акри
よ	Ё (кана)
Nicholas II an'i Rosia	Николай II
ら	Ра (кана)
り	Ри (кана)
る	Ру (кана)
Foza	Крабы
れ	Рэ (кана)
ろ	Ро (кана)
わ	Ва (кана)
を	О служебная
ん	Н (кана)
Knut Hamsun	Гамсун, Кнут
ゑ	Вэ (кана)
ゐ	Ви (кана)
Edward Jenner	Дженнер, Эдвард
Carson City, Nevada	Карсон-Сити (Невада)
Alagoas	Алагоас
Dumbo	Дамбо
Werner Heisenberg	Гейзенберг, Вернер
Virginia Woolf	Вулф, Вирджиния
Frank Sinatra	Синатра, Фрэнк
Honiara	Хониара
Nefertiti	Нефертити
Eva Perón	Перон, Эва
Aeschylus	Эсхил
Pernambuco	Пернамбуку
Daniel Defoe	Дефо, Даниель
Anhui	Аньхой
Harold Pinter	Пинтер, Гарольд
